Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"VAMP2","Vesicle Associated Membrane Protein 2","Protein Coding","42","GC17M008762","2.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP2"
"SMAD9","SMAD Family Member 9","Protein Coding","45","GC13M036844","2.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD9"
"PFKP","Phosphofructokinase, Platelet","Protein Coding","45","GC10P003066","2.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKP"
"A4GALT","Alpha 1,4-Galactosyltransferase (P Blood Group)","Protein Coding","43","GC22M042692","2.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=A4GALT"
"CA10","Carbonic Anhydrase 10","Protein Coding","39","GC17M051630","2.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA10"
"P2RX1","Purinergic Receptor P2X 1","Protein Coding","43","GC17M003896","2.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX1"
"MIR219A1","MicroRNA 219a-1","RNA Gene","17","GC06P033207","2.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR219A1"
"MBNL1","Muscleblind Like Splicing Regulator 1","Protein Coding","39","GC03P152243","2.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBNL1"
"SMAD6","SMAD Family Member 6","Protein Coding","45","GC15P066702","2.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD6"
"EEF1A2","Eukaryotic Translation Elongation Factor 1 Alpha 2","Protein Coding","45","GC20M063488","2.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1A2"
"MYOZ2","Myozenin 2","Protein Coding","38","GC04P119135","2.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOZ2"
"OCLN","Occludin","Protein Coding","45","GC05P069492","2.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCLN"
"GPHN","Gephyrin","Protein Coding","47","GC14P066507","2.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPHN"
"VAMP7","Vesicle Associated Membrane Protein 7","Protein Coding","42","GC0XP155881","2.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP7"
"SLC11A1","Solute Carrier Family 11 Member 1","Protein Coding","47","GC02P218382","2.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC11A1"
"SELENBP1","Selenium Binding Protein 1","Protein Coding","43","GC01M151364","2.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENBP1"
"MIR27B","MicroRNA 27b","RNA Gene","19","GC09P095098","2.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR27B"
"MIR196A2","MicroRNA 196a-2","RNA Gene","19","GC12P054167","2.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR196A2"
"MIR29B2","MicroRNA 29b-2","RNA Gene","17","GC01M207807","2.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29B2"
"CD38","CD38 Molecule","Protein Coding","45","GC04P015779","2.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD38"
"KRT9","Keratin 9","Protein Coding","41","GC17M041565","2.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT9"
"PSMC6","Proteasome 26S Subunit, ATPase 6","Protein Coding","41","GC14P052707","2.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC6"
"PRDX5","Peroxiredoxin 5","Protein Coding","46","GC11P064317","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX5"
"PHOX2A","Paired Like Homeobox 2A","Protein Coding","42","GC11M072239","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHOX2A"
"POLA1","DNA Polymerase Alpha 1, Catalytic Subunit","Protein Coding","46","GC0XP024693","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLA1"
"SERPINB2","Serpin Family B Member 2","Protein Coding","44","GC18P063871","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB2"
"SYVN1","Synoviolin 1","Protein Coding","39","GC11M065122","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYVN1"
"PRKAR1B","Protein Kinase CAMP-Dependent Type I Regulatory Subunit Beta","Protein Coding","46","GC07M000549","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAR1B"
"OGDH","Oxoglutarate Dehydrogenase","Protein Coding","45","GC07P044606","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGDH"
"DDRGK1","DDRGK Domain Containing 1","Protein Coding","37","GC20M003191","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDRGK1"
"MIR24-2","MicroRNA 24-2","RNA Gene","16","GC19M013986","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR24-2"
"UBR5","Ubiquitin Protein Ligase E3 Component N-Recognin 5","Protein Coding","42","GC08M102252","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR5"
"TAC4","Tachykinin Precursor 4","Protein Coding","32","GC17M049838","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAC4"
"NCOA3","Nuclear Receptor Coactivator 3","Protein Coding","46","GC20P047501","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA3"
"BLZF1","Basic Leucine Zipper Nuclear Factor 1","Protein Coding","38","GC01P169367","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLZF1"
"SMARCC2","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin Subfamily C Member 2","Protein Coding","45","GC12M056161","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCC2"
"NQO2","N-Ribosyldihydronicotinamide:Quinone Reductase 2","Protein Coding","45","GC06P003004","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NQO2"
"RRAS2","RAS Related 2","Protein Coding","45","GC11M014299","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRAS2"
"S1PR3","Sphingosine-1-Phosphate Receptor 3","Protein Coding","43","GC09P088991","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S1PR3"
"BTK","Bruton Tyrosine Kinase","Protein Coding","53","GC0XM101349","2.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTK"
"DNA2","DNA Replication Helicase/Nuclease 2","Protein Coding","41","GC10M068414","2.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNA2"
"HPCA","Hippocalcin","Protein Coding","42","GC01P032885","2.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPCA"
"EPPK1","Epiplakin 1","Protein Coding","35","GC08M143857","2.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPPK1"
"BCAM","Basal Cell Adhesion Molecule (Lutheran Blood Group)","Protein Coding","41","GC19P044810","2.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAM"
"ARHGEF10","Rho Guanine Nucleotide Exchange Factor 10","Protein Coding","42","GC08P001823","2.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF10"
"HSD11B1","Hydroxysteroid 11-Beta Dehydrogenase 1","Protein Coding","49","GC01P209686","2.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD11B1"
"SLIT2","Slit Guidance Ligand 2","Protein Coding","45","GC04P020287","2.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLIT2"
"KEAP1","Kelch Like ECH Associated Protein 1","Protein Coding","47","GC19M010486","2.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KEAP1"
"MAP3K1","Mitogen-Activated Protein Kinase Kinase Kinase 1","Protein Coding","49","GC05P056815","2.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K1"
"ANXA11","Annexin A11","Protein Coding","43","GC10M080150","2.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA11"
"ATG7","Autophagy Related 7","Protein Coding","43","GC03P011273","2.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG7"
"SPTAN1","Spectrin Alpha, Non-Erythrocytic 1","Protein Coding","47","GC09P128552","2.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTAN1"
"NSD1","Nuclear Receptor Binding SET Domain Protein 1","Protein Coding","43","GC05P177134","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSD1"
"CREM","CAMP Responsive Element Modulator","Protein Coding","42","GC10P035126","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREM"
"DNAJB1","DnaJ Heat Shock Protein Family (Hsp40) Member B1","Protein Coding","44","GC19M014514","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB1"
"JPH1","Junctophilin 1","Protein Coding","39","GC08M074234","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JPH1"
"PNMT","Phenylethanolamine N-Methyltransferase","Protein Coding","44","GC17P039667","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNMT"
"RAD21","RAD21 Cohesin Complex Component","Protein Coding","45","GC08M116846","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD21"
"SLC1A1","Solute Carrier Family 1 Member 1","Protein Coding","47","GC09P004490","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A1"
"RIF1","Replication Timing Regulatory Factor 1","Protein Coding","39","GC02P151409","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIF1"
"CRBN","Cereblon","Protein Coding","42","GC03M003144","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRBN"
"NCF4","Neutrophil Cytosolic Factor 4","Protein Coding","48","GC22P036860","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCF4"
"CD177","CD177 Molecule","Protein Coding","38","GC19P043353","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD177"
"STK36","Serine/Threonine Kinase 36","Protein Coding","43","GC02P218672","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK36"
"EPX","Eosinophil Peroxidase","Protein Coding","42","GC17P058192","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPX"
"PIP4K2A","Phosphatidylinositol-5-Phosphate 4-Kinase Type 2 Alpha","Protein Coding","45","GC10M022484","2.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP4K2A"
"NCF1","Neutrophil Cytosolic Factor 1","Protein Coding","47","GC07P074773","2.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCF1"
"S100A4","S100 Calcium Binding Protein A4","Protein Coding","44","GC01M153543","2.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A4"
"RAD50","RAD50 Double Strand Break Repair Protein","Protein Coding","49","GC05P132556","2.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD50"
"SMAD1","SMAD Family Member 1","Protein Coding","44","GC04P145481","2.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD1"
"CCNE2","Cyclin E2","Protein Coding","41","GC08M094879","2.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNE2"
"FGF3","Fibroblast Growth Factor 3","Protein Coding","45","GC11M069811","2.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF3"
"GLRA2","Glycine Receptor Alpha 2","Protein Coding","44","GC0XP014457","2.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRA2"
"LMOD1","Leiomodin 1","Protein Coding","40","GC01M201896","2.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMOD1"
"NFKBIL1","NFKB Inhibitor Like 1","Protein Coding","38","GC06P033394","2.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKBIL1"
"MYH2","Myosin Heavy Chain 2","Protein Coding","45","GC17M010521","2.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH2"
"DNAAF2","Dynein Axonemal Assembly Factor 2","Protein Coding","36","GC14M049625","2.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAAF2"
"ATP1A1","ATPase Na+/K+ Transporting Subunit Alpha 1","Protein Coding","49","GC01P116372","2.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1A1"
"SLC39A1","Solute Carrier Family 39 Member 1","Protein Coding","38","GC01M153960","2.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A1"
"STK39","Serine/Threonine Kinase 39","Protein Coding","44","GC02M167954","2.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK39"
"SGPL1","Sphingosine-1-Phosphate Lyase 1","Protein Coding","44","GC10P070815","2.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGPL1"
"CCNA1","Cyclin A1","Protein Coding","42","GC13P036431","2.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNA1"
"MEIS1","Meis Homeobox 1","Protein Coding","42","GC02P066433","2.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEIS1"
"CSNK1A1","Casein Kinase 1 Alpha 1","Protein Coding","50","GC05M149492","2.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK1A1"
"UPK3A","Uroplakin 3A","Protein Coding","37","GC22P045284","2.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPK3A"
"LGI1","Leucine Rich Glioma Inactivated 1","Protein Coding","43","GC10P093757","2.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGI1"
"ABHD12","Abhydrolase Domain Containing 12","Protein Coding","41","GC20M025294","2.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD12"
"ISG15","ISG15 Ubiquitin Like Modifier","Protein Coding","47","GC01P001001","2.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISG15"
"GNAO1","G Protein Subunit Alpha O1","Protein Coding","47","GC16P056231","2.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAO1"
"G6PC","Glucose-6-Phosphatase Catalytic Subunit","Protein Coding","43","GC17P042900","2.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PC"
"IL9","Interleukin 9","Protein Coding","43","GC05M135891","2.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL9"
"NISCH","Nischarin","Protein Coding","41","GC03P052455","2.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NISCH"
"BIRC2","Baculoviral IAP Repeat Containing 2","Protein Coding","46","GC11P102347","2.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC2"
"CLDN5","Claudin 5","Protein Coding","41","GC22M019523","2.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN5"
"TPPP","Tubulin Polymerization Promoting Protein","Protein Coding","39","GC05M000659","2.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPPP"
"MEPE","Matrix Extracellular Phosphoglycoprotein","Protein Coding","35","GC04P087821","2.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEPE"
"MCM2","Minichromosome Maintenance Complex Component 2","Protein Coding","47","GC03P127598","2.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM2"
"MIR128-1","MicroRNA 128-1","RNA Gene","17","GC02P135665","2.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR128-1"
"UGT1A6","UDP Glucuronosyltransferase Family 1 Member A6","Protein Coding","41","GC02P233691","2.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A6"
"PEX2","Peroxisomal Biogenesis Factor 2","Protein Coding","42","GC08M076980","2.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX2"
"SLC20A2","Solute Carrier Family 20 Member 2","Protein Coding","46","GC08M042416","2.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC20A2"
"FBXW7","F-Box And WD Repeat Domain Containing 7","Protein Coding","44","GC04M152321","2.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXW7"
"GABRA2","Gamma-Aminobutyric Acid Type A Receptor Subunit Alpha2","Protein Coding","45","GC04M046167","2.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRA2"
"IFI27","Interferon Alpha Inducible Protein 27","Protein Coding","38","GC14P094104","2.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFI27"
"ATAD2","ATPase Family AAA Domain Containing 2","Protein Coding","39","GC08M123319","2.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATAD2"
"CXADR","CXADR Ig-Like Cell Adhesion Molecule","Protein Coding","42","GC21P017512","2.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXADR"
"MIR574","MicroRNA 574","RNA Gene","16","GC04P038872","2.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR574"
"ACAD9","Acyl-CoA Dehydrogenase Family Member 9","Protein Coding","43","GC03P130385","2.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAD9"
"PIK3C3","Phosphatidylinositol 3-Kinase Catalytic Subunit Type 3","Protein Coding","49","GC18P041955","2.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C3"
"LRP4","LDL Receptor Related Protein 4","Protein Coding","43","GC11M059680","2.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP4"
"ADRA1B","Adrenoceptor Alpha 1B","Protein Coding","46","GC05P159867","2.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA1B"
"LIPA","Lipase A, Lysosomal Acid Type","Protein Coding","47","GC10M089213","2.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPA"
"SNX5","Sorting Nexin 5","Protein Coding","42","GC20M017970","2.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX5"
"HPS6","HPS6 Biogenesis Of Lysosomal Organelles Complex 2 Subunit 3","Protein Coding","39","GC10P102065","2.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPS6"
"PROK2","Prokineticin 2","Protein Coding","42","GC03M071771","2.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROK2"
"SH3GL1","SH3 Domain Containing GRB2 Like 1, Endophilin A2","Protein Coding","42","GC19M004360","2.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3GL1"
"EIF2B2","Eukaryotic Translation Initiation Factor 2B Subunit Beta","Protein Coding","43","GC14P075002","2.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2B2"
"ACP1","Acid Phosphatase 1","Protein Coding","43","GC02P000254","2.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP1"
"LHCGR","Luteinizing Hormone/Choriogonadotropin Receptor","Protein Coding","47","GC02M048647","2.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LHCGR"
"YBX3","Y-Box Binding Protein 3","Protein Coding","39","GC12M013382","2.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YBX3"
"MIR433","MicroRNA 433","RNA Gene","19","GC14P104250","2.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR433"
"ALOXE3","Arachidonate Lipoxygenase 3","Protein Coding","41","GC17M008757","2.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOXE3"
"GALNS","Galactosamine (N-Acetyl)-6-Sulfatase","Protein Coding","44","GC16M088813","2.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNS"
"MYBL2","MYB Proto-Oncogene Like 2","Protein Coding","43","GC20P043667","2.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYBL2"
"CACNA2D3","Calcium Voltage-Gated Channel Auxiliary Subunit Alpha2delta 3","Protein Coding","41","GC03P054156","2.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA2D3"
"ENPP2","Ectonucleotide Pyrophosphatase/Phosphodiesterase 2","Protein Coding","44","GC08M119556","2.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENPP2"
"IDS","Iduronate 2-Sulfatase","Protein Coding","48","GC0XM149476","2.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDS"
"FOSL1","FOS Like 1, AP-1 Transcription Factor Subunit","Protein Coding","43","GC11M065909","2.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOSL1"
"ABCC6","ATP Binding Cassette Subfamily C Member 6","Protein Coding","45","GC16M016148","2.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC6"
"TINF2","TERF1 Interacting Nuclear Factor 2","Protein Coding","40","GC14M024234","2.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TINF2"
"MIR429","MicroRNA 429","RNA Gene","18","GC01P001297","2.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR429"
"SNHG1","Small Nucleolar RNA Host Gene 1","RNA Gene","19","GC11M063085","2.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG1"
"LGR6","Leucine Rich Repeat Containing G Protein-Coupled Receptor 6","Protein Coding","42","GC01P202193","2.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGR6"
"AGK","Acylglycerol Kinase","Protein Coding","41","GC07P141551","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGK"
"PVR","PVR Cell Adhesion Molecule","Protein Coding","45","GC19P044644","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PVR"
"HSD17B1","Hydroxysteroid 17-Beta Dehydrogenase 1","Protein Coding","44","GC17P042548","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B1"
"ITCH","Itchy E3 Ubiquitin Protein Ligase","Protein Coding","46","GC20P034363","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITCH"
"RRM2","Ribonucleotide Reductase Regulatory Subunit M2","Protein Coding","48","GC02P010123","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM2"
"CAMP","Cathelicidin Antimicrobial Peptide","Protein Coding","41","GC03P048250","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMP"
"NPC2","NPC Intracellular Cholesterol Transporter 2","Protein Coding","41","GC14M074476","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPC2"
"SIKE1","Suppressor Of IKBKE 1","Protein Coding","35","GC01M114769","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIKE1"
"LAMP1","Lysosomal Associated Membrane Protein 1","Protein Coding","43","GC13P113297","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMP1"
"WWP2","WW Domain Containing E3 Ubiquitin Protein Ligase 2","Protein Coding","43","GC16P069796","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WWP2"
"YWHAZ","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Zeta","Protein Coding","48","GC08M100917","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAZ"
"GADD45G","Growth Arrest And DNA Damage Inducible Gamma","Protein Coding","41","GC09P089605","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GADD45G"
"XIST","X Inactive Specific Transcript","RNA Gene","21","GC0XM073820","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XIST"
"ATP1B1","ATPase Na+/K+ Transporting Subunit Beta 1","Protein Coding","46","GC01P169105","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1B1"
"TBX4","T-Box Transcription Factor 4","Protein Coding","42","GC17P061451","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX4"
"TBXT","T-Box Transcription Factor T","Protein Coding","32","GC06M166158","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBXT"
"SP4","Sp4 Transcription Factor","Protein Coding","41","GC07P021434","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP4"
"CARD14","Caspase Recruitment Domain Family Member 14","Protein Coding","43","GC17P080170","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARD14"
"POLK","DNA Polymerase Kappa","Protein Coding","42","GC05P075511","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLK"
"CDH3","Cadherin 3","Protein Coding","47","GC16P068637","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH3"
"DUSP6","Dual Specificity Phosphatase 6","Protein Coding","49","GC12M089347","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP6"
"IREB2","Iron Responsive Element Binding Protein 2","Protein Coding","42","GC15P078437","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IREB2"
"KLRK1","Killer Cell Lectin Like Receptor K1","Protein Coding","40","GC12M013372","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRK1"
"FCER2","Fc Fragment Of IgE Receptor II","Protein Coding","45","GC19M007689","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCER2"
"MIR590","MicroRNA 590","RNA Gene","16","GC07P074191","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR590"
"ACTN3","Actinin Alpha 3 (Gene/Pseudogene)","Protein Coding","38","GC11P066546","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN3"
"MIR338","MicroRNA 338","RNA Gene","15","GC17M081126","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR338"
"CHRM3","Cholinergic Receptor Muscarinic 3","Protein Coding","48","GC01P239386","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRM3"
"CORO1A","Coronin 1A","Protein Coding","43","GC16P030194","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CORO1A"
"SATB1","SATB Homeobox 1","Protein Coding","42","GC03M018364","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SATB1"
"UTRN","Utrophin","Protein Coding","40","GC06P144285","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTRN"
"PDCD6IP","Programmed Cell Death 6 Interacting Protein","Protein Coding","43","GC03P033798","2.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD6IP"
"MAN2B1","Mannosidase Alpha Class 2B Member 1","Protein Coding","45","GC19M012663","2.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN2B1"
"NSD2","Nuclear Receptor Binding SET Domain Protein 2","Protein Coding","35","GC04P001872","2.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSD2"
"TALDO1","Transaldolase 1","Protein Coding","46","GC11P000749","2.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TALDO1"
"HDAC3","Histone Deacetylase 3","Protein Coding","49","GC05M141583","2.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC3"
"E2F4","E2F Transcription Factor 4","Protein Coding","46","GC16P067192","2.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F4"
"MLLT10","MLLT10 Histone Lysine Methyltransferase DOT1L Cofactor","Protein Coding","41","GC10P021524","2.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLLT10"
"BTG2","BTG Anti-Proliferation Factor 2","Protein Coding","37","GC01P203305","2.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTG2"
"SLC7A9","Solute Carrier Family 7 Member 9","Protein Coding","45","GC19M032830","2.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A9"
"SLC22A18","Solute Carrier Family 22 Member 18","Protein Coding","42","GC11P002899","2.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A18"
"HLA-DOA","Major Histocompatibility Complex, Class II, DO Alpha","Protein Coding","41","GC06M033004","2.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DOA"
"SNX8","Sorting Nexin 8","Protein Coding","34","GC07M002251","2.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX8"
"ELOB","Elongin B","Protein Coding","32","GC16M002772","2.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOB"
