Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"TEAD4","TEA Domain Transcription Factor 4","Protein Coding","41","GC12P002959","2.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEAD4"
"XRN2","5'-3' Exoribonuclease 2","Protein Coding","42","GC20P021303","2.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRN2"
"IST1","IST1 Factor Associated With ESCRT-III","Protein Coding","36","GC16P071846","2.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IST1"
"PRC1","Protein Regulator Of Cytokinesis 1","Protein Coding","38","GC15M090966","2.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRC1"
"CCNK","Cyclin K","Protein Coding","42","GC14P099483","2.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNK"
"HACD3","3-Hydroxyacyl-CoA Dehydratase 3","Protein Coding","34","GC15P065530","2.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HACD3"
"PBXIP1","PBX Homeobox Interacting Protein 1","Protein Coding","33","GC01M154944","2.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBXIP1"
"BCCIP","BRCA2 And CDKN1A Interacting Protein","Protein Coding","36","GC10P125823","2.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCCIP"
"TP53BP2","Tumor Protein P53 Binding Protein 2","Protein Coding","42","GC01M223779","2.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53BP2"
"BIRC7","Baculoviral IAP Repeat Containing 7","Protein Coding","40","GC20P063235","2.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC7"
"HIC1","HIC ZBTB Transcriptional Repressor 1","Protein Coding","41","GC17P002054","2.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIC1"
"LONP1","Lon Peptidase 1, Mitochondrial","Protein Coding","43","GC19M005691","2.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LONP1"
"RANGAP1","Ran GTPase Activating Protein 1","Protein Coding","41","GC22M041244","2.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANGAP1"
"NUP88","Nucleoporin 88","Protein Coding","39","GC17M005366","2.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP88"
"MARS1","Methionyl-TRNA Synthetase 1","Protein Coding","36","GC12P057476","2.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARS1"
"AMFR","Autocrine Motility Factor Receptor","Protein Coding","42","GC16M056361","2.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMFR"
"PHB2","Prohibitin 2","Protein Coding","41","GC12M006965","2.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHB2"
"CCNB2","Cyclin B2","Protein Coding","44","GC15P059105","2.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNB2"
"SMC3","Structural Maintenance Of Chromosomes 3","Protein Coding","46","GC10P110567","2.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMC3"
"TUG1","Taurine Up-Regulated 1","RNA Gene","20","GC22P030969","2.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUG1"
"ZNF281","Zinc Finger Protein 281","Protein Coding","37","GC01M200404","2.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF281"
"DLC1","DLC1 Rho GTPase Activating Protein","Protein Coding","45","GC08M013083","2.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLC1"
"TBC1D5","TBC1 Domain Family Member 5","Protein Coding","36","GC03M017157","2.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D5"
"ACAT1","Acetyl-CoA Acetyltransferase 1","Protein Coding","49","GC11P108121","2.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAT1"
"COPS6","COP9 Signalosome Subunit 6","Protein Coding","38","GC07P100088","2.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPS6"
"XRCC3","X-Ray Repair Cross Complementing 3","Protein Coding","41","GC14M103697","2.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC3"
"RAB3GAP2","RAB3 GTPase Activating Non-Catalytic Protein Subunit 2","Protein Coding","39","GC01M220149","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB3GAP2"
"IK","IK Cytokine","Protein Coding","37","GC05P142825","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IK"
"PIAS1","Protein Inhibitor Of Activated STAT 1","Protein Coding","45","GC15P068054","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIAS1"
"NCBP1","Nuclear Cap Binding Protein Subunit 1","Protein Coding","39","GC09P097633","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCBP1"
"SF3B3","Splicing Factor 3b Subunit 3","Protein Coding","38","GC16P070523","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B3"
"EIF2AK3","Eukaryotic Translation Initiation Factor 2 Alpha Kinase 3","Protein Coding","48","GC02M088637","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2AK3"
"TKT","Transketolase","Protein Coding","47","GC03M053224","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TKT"
"ZC3H14","Zinc Finger CCCH-Type Containing 14","Protein Coding","39","GC14P088562","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H14"
"ANAPC7","Anaphase Promoting Complex Subunit 7","Protein Coding","39","GC12M110372","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANAPC7"
"NEDD8","NEDD8 Ubiquitin Like Modifier","Protein Coding","41","GC14M024216","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD8"
"SDC1","Syndecan 1","Protein Coding","43","GC02M020200","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC1"
"UBE2A","Ubiquitin Conjugating Enzyme E2 A","Protein Coding","45","GC0XP119574","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2A"
"CEACAM1","CEA Cell Adhesion Molecule 1","Protein Coding","42","GC19M042507","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM1"
"PLCE1","Phospholipase C Epsilon 1","Protein Coding","44","GC10P093993","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCE1"
"TEPSIN","TEPSIN Adaptor Related Protein Complex 4 Accessory Protein","Protein Coding","24","GC17M081229","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEPSIN"
"MARCKS","Myristoylated Alanine Rich Protein Kinase C Substrate","Protein Coding","39","GC06P113857","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCKS"
"UBQLN1","Ubiquilin 1","Protein Coding","42","GC09M083659","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBQLN1"
"CNC2","Carney Complex Type 2, Multiple Neoplasia And Lentiginosis","Genetic Locus","6","GC02U990267","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNC2"
"OTX2","Orthodenticle Homeobox 2","Protein Coding","45","GC14M056799","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTX2"
"NUDT21","Nudix Hydrolase 21","Protein Coding","37","GC16M056429","2.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT21"
"ANAPC5","Anaphase Promoting Complex Subunit 5","Protein Coding","38","GC12M121308","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANAPC5"
"CSF1","Colony Stimulating Factor 1","Protein Coding","43","GC01P109911","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF1"
"TF","Transferrin","Protein Coding","49","GC03P133666","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TF"
"PEA15","Proliferation And Apoptosis Adaptor Protein 15","Protein Coding","43","GC01P160205","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEA15"
"COL1A1","Collagen Type I Alpha 1 Chain","Protein Coding","50","GC17M050183","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL1A1"
"CSN1S1","Casein Alpha S1","Protein Coding","33","GC04P069932","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSN1S1"
"PPM1G","Protein Phosphatase, Mg2+/Mn2+ Dependent 1G","Protein Coding","42","GC02M027382","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1G"
"TRAF7","TNF Receptor Associated Factor 7","Protein Coding","39","GC16P002394","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF7"
"POLR1C","RNA Polymerase I And III Subunit C","Protein Coding","42","GC06P046124","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR1C"
"ANLN","Anillin Actin Binding Protein","Protein Coding","41","GC07P036389","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANLN"
"UNC45A","Unc-45 Myosin Chaperone A","Protein Coding","35","GC15P090933","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC45A"
"PRMT1","Protein Arginine Methyltransferase 1","Protein Coding","48","GC19P049675","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRMT1"
"PLOD3","Procollagen-Lysine,2-Oxoglutarate 5-Dioxygenase 3","Protein Coding","45","GC07M101205","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLOD3"
"UFL1","UFM1 Specific Ligase 1","Protein Coding","34","GC06P096521","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UFL1"
"CIT","Citron Rho-Interacting Serine/Threonine Kinase","Protein Coding","46","GC12M119650","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIT"
"NUP160","Nucleoporin 160","Protein Coding","39","GC11M059719","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP160"
"CDCA7","Cell Division Cycle Associated 7","Protein Coding","43","GC02P173354","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDCA7"
"SAMHD1","SAM And HD Domain Containing Deoxynucleoside Triphosphate Triphosphohydrolase 1","Protein Coding","43","GC20M036890","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMHD1"
"EED","Embryonic Ectoderm Development","Protein Coding","42","GC11P086244","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EED"
"RAD23B","RAD23 Homolog B, Nucleotide Excision Repair Protein","Protein Coding","43","GC09P107283","2.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD23B"
"F13A1","Coagulation Factor XIII A Chain","Protein Coding","45","GC06M006144","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F13A1"
"MBD4","Methyl-CpG Binding Domain 4, DNA Glycosylase","Protein Coding","42","GC03M129430","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBD4"
"CKAP4","Cytoskeleton Associated Protein 4","Protein Coding","38","GC12M106237","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKAP4"
"SAE1","SUMO1 Activating Enzyme Subunit 1","Protein Coding","45","GC19P047114","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAE1"
"LMO4","LIM Domain Only 4","Protein Coding","39","GC01P087329","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMO4"
"UBE2V2","Ubiquitin Conjugating Enzyme E2 V2","Protein Coding","41","GC08P047998","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2V2"
"KPNA6","Karyopherin Subunit Alpha 6","Protein Coding","39","GC01P032108","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA6"
"TK1","Thymidine Kinase 1","Protein Coding","46","GC17M078175","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TK1"
"PRKRA","Protein Activator Of Interferon Induced Protein Kinase EIF2AK2","Protein Coding","42","GC02M178431","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKRA"
"FABP5","Fatty Acid Binding Protein 5","Protein Coding","42","GC08P081282","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP5"
"ACIN1","Apoptotic Chromatin Condensation Inducer 1","Protein Coding","39","GC14M023058","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACIN1"
"PTPRA","Protein Tyrosine Phosphatase Receptor Type A","Protein Coding","45","GC20P002864","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRA"
"MIR197","MicroRNA 197","RNA Gene","17","GC01P109549","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR197"
"CHGB","Chromogranin B","Protein Coding","41","GC20P005911","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHGB"
"UBE2K","Ubiquitin Conjugating Enzyme E2 K","Protein Coding","41","GC04P039700","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2K"
"IFT20","Intraflagellar Transport 20","Protein Coding","35","GC17M029693","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT20"
"RPL27A","Ribosomal Protein L27a","Protein Coding","41","GC11P008682","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL27A"
"GTF3C3","General Transcription Factor IIIC Subunit 3","Protein Coding","34","GC02M196763","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF3C3"
"TIE1","Tyrosine Kinase With Immunoglobulin Like And EGF Like Domains 1","Protein Coding","43","GC01P043300","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIE1"
"CD2","CD2 Molecule","Protein Coding","44","GC01P116754","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD2"
"OTUD5","OTU Deubiquitinase 5","Protein Coding","35","GC0XM048922","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUD5"
"CD79A","CD79a Molecule","Protein Coding","46","GC19P041877","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD79A"
"UBA52","Ubiquitin A-52 Residue Ribosomal Protein Fusion Product 1","Protein Coding","41","GC19P018563","2.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA52"
"AHI1","Abelson Helper Integration Site 1","Protein Coding","42","GC06M135283","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHI1"
"ZNF24","Zinc Finger Protein 24","Protein Coding","38","GC18M035332","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF24"
"RBM17","RNA Binding Motif Protein 17","Protein Coding","38","GC10P006088","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM17"
"WNK1","WNK Lysine Deficient Protein Kinase 1","Protein Coding","46","GC12P000733","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNK1"
"HDAC8","Histone Deacetylase 8","Protein Coding","46","GC0XM072329","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC8"
"MIR107","MicroRNA 107","RNA Gene","17","GC10M089601","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR107"
"ACLY","ATP Citrate Lyase","Protein Coding","45","GC17M041866","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACLY"
"USP24","Ubiquitin Specific Peptidase 24","Protein Coding","42","GC01M055066","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP24"
"CCR5","C-C Motif Chemokine Receptor 5 (Gene/Pseudogene)","Protein Coding","47","GC03P046384","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR5"
"HNRNPDL","Heterogeneous Nuclear Ribonucleoprotein D Like","Protein Coding","39","GC04M082422","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPDL"
"DIDO1","Death Inducer-Obliterator 1","Protein Coding","36","GC20M062877","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIDO1"
"PDHA1","Pyruvate Dehydrogenase E1 Subunit Alpha 1","Protein Coding","49","GC0XP019343","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDHA1"
"RAB11FIP1","RAB11 Family Interacting Protein 1","Protein Coding","39","GC08M037858","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB11FIP1"
"KIF2A","Kinesin Family Member 2A","Protein Coding","41","GC05P062306","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF2A"
"UBE2M","Ubiquitin Conjugating Enzyme E2 M","Protein Coding","42","GC19M058555","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2M"
"PTPN14","Protein Tyrosine Phosphatase Non-Receptor Type 14","Protein Coding","44","GC01M214336","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN14"
"GPI","Glucose-6-Phosphate Isomerase","Protein Coding","47","GC19P034359","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPI"
"PLSCR1","Phospholipid Scramblase 1","Protein Coding","43","GC03M146515","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLSCR1"
"SRRM1","Serine And Arginine Repetitive Matrix 1","Protein Coding","37","GC01P024631","2.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRRM1"
"AGO1","Argonaute RISC Component 1","Protein Coding","37","GC01P035869","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGO1"
"NR2C2","Nuclear Receptor Subfamily 2 Group C Member 2","Protein Coding","42","GC03P014947","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2C2"
"ABCD3","ATP Binding Cassette Subfamily D Member 3","Protein Coding","44","GC01P094418","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCD3"
"SCAF4","SR-Related CTD Associated Factor 4","Protein Coding","35","GC21M031671","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCAF4"
"MTA3","Metastasis Associated 1 Family Member 3","Protein Coding","41","GC02P042494","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTA3"
"GAB1","GRB2 Associated Binding Protein 1","Protein Coding","44","GC04P143336","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAB1"
"DDX52","DExD-Box Helicase 52","Protein Coding","35","GC17M037609","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX52"
"COP1","COP1 E3 Ubiquitin Ligase","Protein Coding","32","GC01M175944","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COP1"
"CBLL1","Cbl Proto-Oncogene Like 1","Protein Coding","37","GC07P107743","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLL1"
"PSME3","Proteasome Activator Subunit 3","Protein Coding","41","GC17P042824","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME3"
"ARID3B","AT-Rich Interaction Domain 3B","Protein Coding","38","GC15P074541","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID3B"
"L3MBTL3","L3MBTL Histone Methyl-Lysine Binding Protein 3","Protein Coding","36","GC06P129978","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=L3MBTL3"
"PCGF6","Polycomb Group Ring Finger 6","Protein Coding","34","GC10M103302","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCGF6"
"KDM6B","Lysine Demethylase 6B","Protein Coding","43","GC17P007834","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM6B"
"DMAP1","DNA Methyltransferase 1 Associated Protein 1","Protein Coding","38","GC01P044214","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMAP1"
"UBE2O","Ubiquitin Conjugating Enzyme E2 O","Protein Coding","40","GC17M076389","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2O"
"RAB5B","RAB5B, Member RAS Oncogene Family","Protein Coding","41","GC12P055973","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB5B"
"RFC2","Replication Factor C Subunit 2","Protein Coding","43","GC07M074231","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFC2"
"ACSL3","Acyl-CoA Synthetase Long Chain Family Member 3","Protein Coding","42","GC02P222860","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSL3"
"UBE2E1","Ubiquitin Conjugating Enzyme E2 E1","Protein Coding","42","GC03P023805","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2E1"
"BUB3","BUB3 Mitotic Checkpoint Protein","Protein Coding","46","GC10P123154","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB3"
"KRIT1","KRIT1 Ankyrin Repeat Containing","Protein Coding","42","GC07M092198","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRIT1"
"SOX11","SRY-Box Transcription Factor 11","Protein Coding","41","GC02P005704","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX11"
"PPP1R7","Protein Phosphatase 1 Regulatory Subunit 7","Protein Coding","39","GC02P241150","2.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R7"
"ITGB8","Integrin Subunit Beta 8","Protein Coding","41","GC07P020329","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB8"
"PCBP2","Poly(RC) Binding Protein 2","Protein Coding","40","GC12P053452","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBP2"
"LUC7L2","LUC7 Like 2, Pre-MRNA Splicing Factor","Protein Coding","35","GC07P139344","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUC7L2"
"GTF2F1","General Transcription Factor IIF Subunit 1","Protein Coding","39","GC19M006381","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2F1"
"TERF2","Telomeric Repeat Binding Factor 2","Protein Coding","41","GC16M069355","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERF2"
"SUV39H1","Suppressor Of Variegation 3-9 Homolog 1","Protein Coding","43","GC0XP048697","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUV39H1"
"ITPR3","Inositol 1,4,5-Trisphosphate Receptor Type 3","Protein Coding","47","GC06P033620","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR3"
"BCHE","Butyrylcholinesterase","Protein Coding","49","GC03M165772","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCHE"
"OXT","Oxytocin/Neurophysin I Prepropeptide","Protein Coding","40","GC20P003068","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXT"
"CCAT1","Colon Cancer Associated Transcript 1","RNA Gene","13","GC08M127207","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCAT1"
"ALDH3A1","Aldehyde Dehydrogenase 3 Family Member A1","Protein Coding","44","GC17M019737","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH3A1"
"DNAJA2","DnaJ Heat Shock Protein Family (Hsp40) Member A2","Protein Coding","39","GC16M046955","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA2"
"MIRLET7G","MicroRNA Let-7g","RNA Gene","17","GC03M052268","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7G"
"TPD52","Tumor Protein D52","Protein Coding","40","GC08M080034","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPD52"
"HAX1","HCLS1 Associated Protein X-1","Protein Coding","42","GC01P154273","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAX1"
"PFN2","Profilin 2","Protein Coding","41","GC03M149964","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFN2"
"ZNF318","Zinc Finger Protein 318","Protein Coding","35","GC06M043309","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF318"
"PTGDS","Prostaglandin D2 Synthase","Protein Coding","45","GC09P136977","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGDS"
"LOC111099027","Transmembrane Protease Serine 2 Breakpoint Cluster Recombination Region","Biological Region","2","GC21U900907","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC111099027"
"LOC111099028","ERG, ETS Transcription Factor Breakpoint Cluster Recombination Region","Biological Region","2","GC21U900908","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC111099028"
"BCAS2","BCAS2 Pre-MRNA Processing Factor","Protein Coding","38","GC01M114567","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAS2"
"AHSP","Alpha Hemoglobin Stabilizing Protein","Protein Coding","36","GC16P031527","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSP"
"RNF168","Ring Finger Protein 168","Protein Coding","43","GC03M196468","2.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF168"
"JAZF1","JAZF Zinc Finger 1","Protein Coding","39","GC07M027830","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAZF1"
"SH3KBP1","SH3 Domain Containing Kinase Binding Protein 1","Protein Coding","42","GC0XM019552","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3KBP1"
"RBCK1","RANBP2-Type And C3HC4-Type Zinc Finger Containing 1","Protein Coding","42","GC20P000407","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBCK1"
"NUMB","NUMB Endocytic Adaptor Protein","Protein Coding","47","GC14M073275","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUMB"
"UVRAG","UV Radiation Resistance Associated","Protein Coding","42","GC11P075815","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UVRAG"
"RNF41","Ring Finger Protein 41","Protein Coding","40","GC12M056202","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF41"
"SUPT16H","SPT16 Homolog, Facilitates Chromatin Remodeling Subunit","Protein Coding","37","GC14M021351","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUPT16H"
"SNRPA","Small Nuclear Ribonucleoprotein Polypeptide A","Protein Coding","39","GC19P040750","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPA"
"PDCD11","Programmed Cell Death 11","Protein Coding","35","GC10P103396","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD11"
"ERF","ETS2 Repressor Factor","Protein Coding","41","GC19M042247","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERF"
"GLIS3","GLIS Family Zinc Finger 3","Protein Coding","39","GC09M003816","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLIS3"
"RETN","Resistin","Protein Coding","43","GC19P007669","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RETN"
"SLC25A13","Solute Carrier Family 25 Member 13","Protein Coding","45","GC07M096120","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A13"
"ETV7","ETS Variant Transcription Factor 7","Protein Coding","35","GC06M041299","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETV7"
"LHX1","LIM Homeobox 1","Protein Coding","42","GC17P036937","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LHX1"
"MAP2K2","Mitogen-Activated Protein Kinase Kinase 2","Protein Coding","53","GC19M004090","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K2"
"HSPH1","Heat Shock Protein Family H (Hsp110) Member 1","Protein Coding","43","GC13M031134","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPH1"
"MORC2","MORC Family CW-Type Zinc Finger 2","Protein Coding","39","GC22M030925","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MORC2"
"RPL14","Ribosomal Protein L14","Protein Coding","39","GC03P040458","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL14"
"ALKBH5","AlkB Homolog 5, RNA Demethylase","Protein Coding","34","GC17P018183","2.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALKBH5"
