Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"FADD","Fas Associated Via Death Domain","Protein Coding","47","GC11P070203","3.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FADD"
"RBBP4","RB Binding Protein 4, Chromatin Remodeling Factor","Protein Coding","43","GC01P032651","3.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBBP4"
"NLRC4","NLR Family CARD Domain Containing 4","Protein Coding","44","GC02M032224","3.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRC4"
"INPP5B","Inositol Polyphosphate-5-Phosphatase B","Protein Coding","42","GC01M037860","3.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5B"
"MCM10","Minichromosome Maintenance 10 Replication Initiation Factor","Protein Coding","37","GC10P013161","3.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM10"
"CDCA5","Cell Division Cycle Associated 5","Protein Coding","38","GC11M065068","3.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDCA5"
"PSMB3","Proteasome 20S Subunit Beta 3","Protein Coding","41","GC17P038752","3.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB3"
"TXN2","Thioredoxin 2","Protein Coding","45","GC22M036467","3.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXN2"
"NKX2-2","NK2 Homeobox 2","Protein Coding","41","GC20M021511","3.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX2-2"
"LMLN","Leishmanolysin Like Peptidase","Protein Coding","35","GC03P197961","3.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMLN"
"COQ2","Coenzyme Q2, Polyprenyltransferase","Protein Coding","42","GC04M083138","3.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ2"
"MX1","MX Dynamin Like GTPase 1","Protein Coding","41","GC21P041420","3.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MX1"
"GTF2I","General Transcription Factor IIi","Protein Coding","42","GC07P074658","3.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2I"
"RUVBL1","RuvB Like AAA ATPase 1","Protein Coding","43","GC03M128064","3.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUVBL1"
"THRA","Thyroid Hormone Receptor Alpha","Protein Coding","47","GC17P040058","3.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THRA"
"WDR4","WD Repeat Domain 4","Protein Coding","38","GC21M042843","3.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR4"
"TIMP3","TIMP Metallopeptidase Inhibitor 3","Protein Coding","45","GC22P032800","3.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP3"
"MYH9","Myosin Heavy Chain 9","Protein Coding","48","GC22M036281","3.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH9"
"SCD","Stearoyl-CoA Desaturase","Protein Coding","48","GC10P100347","3.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCD"
"TSR1","TSR1 Ribosome Maturation Factor","Protein Coding","38","GC17M002322","3.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSR1"
"RPL36A","Ribosomal Protein L36a","Protein Coding","36","GC0XP101392","3.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL36A"
"S100A8","S100 Calcium Binding Protein A8","Protein Coding","42","GC01M153391","3.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A8"
"ARNT","Aryl Hydrocarbon Receptor Nuclear Translocator","Protein Coding","43","GC01M150809","3.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARNT"
"CREB1","CAMP Responsive Element Binding Protein 1","Protein Coding","49","GC02P207529","3.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB1"
"RBM19","RNA Binding Motif Protein 19","Protein Coding","35","GC12M113816","3.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM19"
"FARP2","FERM, ARH/RhoGEF And Pleckstrin Domain Protein 2","Protein Coding","40","GC02P241357","3.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FARP2"
"STING1","Stimulator Of Interferon Response CGAMP Interactor 1","Protein Coding","34","GC05M139476","3.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STING1"
"CRBN","Cereblon","Protein Coding","42","GC03M003144","3.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRBN"
"FXYD2","FXYD Domain Containing Ion Transport Regulator 2","Protein Coding","42","GC11M117800","3.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FXYD2"
"MIR361","MicroRNA 361","RNA Gene","15","GC0XM085903","3.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR361"
"RPL21","Ribosomal Protein L21","Protein Coding","43","GC13P027251","3.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL21"
"IL1RAPL2","Interleukin 1 Receptor Accessory Protein Like 2","Protein Coding","37","GC0XP104566","3.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RAPL2"
"MIR503","MicroRNA 503","RNA Gene","15","GC0XM134624","3.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR503"
"BAG2","BAG Cochaperone 2","Protein Coding","41","GC06P057145","3.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG2"
"TTC21B","Tetratricopeptide Repeat Domain 21B","Protein Coding","38","GC02M165905","3.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC21B"
"SEPHS2","Selenophosphate Synthetase 2","Protein Coding","38","GC16M030463","3.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPHS2"
"AGGF1","Angiogenic Factor With G-Patch And FHA Domains 1","Protein Coding","41","GC05P077029","3.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGGF1"
"GLRX","Glutaredoxin","Protein Coding","44","GC05M095752","3.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRX"
"GCK","Glucokinase","Protein Coding","51","GC07M044145","3.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCK"
"MIR423","MicroRNA 423","RNA Gene","16","GC17P030117","3.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR423"
"PLCG1","Phospholipase C Gamma 1","Protein Coding","47","GC20P041136","3.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCG1"
"HADHA","Hydroxyacyl-CoA Dehydrogenase Trifunctional Multienzyme Complex Subunit Alpha","Protein Coding","46","GC02M026190","3.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HADHA"
"PRKD1","Protein Kinase D1","Protein Coding","49","GC14M029576","3.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKD1"
"KIF7","Kinesin Family Member 7","Protein Coding","39","GC15M089608","3.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF7"
"MBOAT2","Membrane Bound O-Acyltransferase Domain Containing 2","Protein Coding","35","GC02M008853","3.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBOAT2"
"NRSN1","Neurensin 1","Protein Coding","34","GC06P024126","3.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRSN1"
"CCL11","C-C Motif Chemokine Ligand 11","Protein Coding","43","GC17P034285","3.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL11"
"GTPBP10","GTP Binding Protein 10","Protein Coding","32","GC07P090336","3.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP10"
"VPS11","VPS11 Core Subunit Of CORVET And HOPS Complexes","Protein Coding","39","GC11P119067","3.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS11"
"BIRC2","Baculoviral IAP Repeat Containing 2","Protein Coding","46","GC11P102347","3.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC2"
"MCM4","Minichromosome Maintenance Complex Component 4","Protein Coding","47","GC08P047965","3.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM4"
"MIR205","MicroRNA 205","RNA Gene","17","GC01P209432","3.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR205"
"GALT","Galactose-1-Phosphate Uridylyltransferase","Protein Coding","47","GC09P034674","3.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALT"
"MMAB","Metabolism Of Cobalamin Associated B","Protein Coding","45","GC12M109553","3.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMAB"
"ACADVL","Acyl-CoA Dehydrogenase Very Long Chain","Protein Coding","46","GC17P007219","3.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACADVL"
"LDHA","Lactate Dehydrogenase A","Protein Coding","52","GC11P018394","3.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHA"
"XPC","XPC Complex Subunit, DNA Damage Recognition And Repair Factor","Protein Coding","45","GC03M015413","3.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPC"
"PRPF31","Pre-MRNA Processing Factor 31","Protein Coding","42","GC19P054165","3.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF31"
"MCU","Mitochondrial Calcium Uniporter","Protein Coding","35","GC10P072692","3.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCU"
"ANK2","Ankyrin 2","Protein Coding","42","GC04P112818","3.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANK2"
"TNFSF13","TNF Superfamily Member 13","Protein Coding","44","GC17P007558","3.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF13"
"FBXL7","F-Box And Leucine Rich Repeat Protein 7","Protein Coding","36","GC05P015553","3.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL7"
"CDKN1C","Cyclin Dependent Kinase Inhibitor 1C","Protein Coding","47","GC11M002886","3.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1C"
"BCL10","BCL10 Immune Signaling Adaptor","Protein Coding","45","GC01M085265","3.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL10"
"LTV1","LTV1 Ribosome Biogenesis Factor","Protein Coding","32","GC06P143843","3.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTV1"
"AICDA","Activation Induced Cytidine Deaminase","Protein Coding","46","GC12M008602","3.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AICDA"
"TAT","Tyrosine Aminotransferase","Protein Coding","44","GC16M071565","3.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAT"
"EPB41L3","Erythrocyte Membrane Protein Band 4.1 Like 3","Protein Coding","41","GC18M005382","3.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPB41L3"
"RIOK2","RIO Kinase 2","Protein Coding","39","GC05M097160","3.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIOK2"
"CRYAA","Crystallin Alpha A","Protein Coding","44","GC21P043169","3.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYAA"
"GDNF","Glial Cell Derived Neurotrophic Factor","Protein Coding","47","GC05M037812","3.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDNF"
"ABCB8","ATP Binding Cassette Subfamily B Member 8","Protein Coding","42","GC07P151028","3.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB8"
"ATOX1","Antioxidant 1 Copper Chaperone","Protein Coding","40","GC05M151743","3.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATOX1"
"IKBKB","Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Beta","Protein Coding","53","GC08P042271","3.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKB"
"GATA4","GATA Binding Protein 4","Protein Coding","48","GC08P011676","3.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA4"
"APIP","APAF1 Interacting Protein","Protein Coding","39","GC11M034854","3.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APIP"
"SLC25A10","Solute Carrier Family 25 Member 10","Protein Coding","42","GC17P081712","3.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A10"
"RCHY1","Ring Finger And CHY Zinc Finger Domain Containing 1","Protein Coding","41","GC04M075479","3.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCHY1"
"ZNF24","Zinc Finger Protein 24","Protein Coding","38","GC18M035332","3.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF24"
"EMSY","EMSY Transcriptional Repressor, BRCA2 Interacting","Protein Coding","31","GC11P076445","3.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMSY"
"LEPR","Leptin Receptor","Protein Coding","49","GC01P065421","3.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEPR"
"NCOR2","Nuclear Receptor Corepressor 2","Protein Coding","42","GC12M124324","3.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOR2"
"TRMT1","TRNA Methyltransferase 1","Protein Coding","41","GC19M013104","3.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT1"
"GZMB","Granzyme B","Protein Coding","45","GC14M024630","3.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMB"
"MAOA","Monoamine Oxidase A","Protein Coding","49","GC0XP043654","3.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAOA"
"HNRNPC","Heterogeneous Nuclear Ribonucleoprotein C","Protein Coding","41","GC14M021210","3.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPC"
"PTPA","Protein Phosphatase 2 Phosphatase Activator","Protein Coding","34","GC09P129111","3.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPA"
"PRCP","Prolylcarboxypeptidase","Protein Coding","45","GC11M082758","3.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRCP"
"INF2","Inverted Formin, FH2 And WH2 Domain Containing","Protein Coding","40","GC14P104690","3.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INF2"
"TRMT112","TRNA Methyltransferase Subunit 11-2","Protein Coding","35","GC11M064316","3.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT112"
"REST","RE1 Silencing Transcription Factor","Protein Coding","43","GC04P056907","3.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REST"
"FAM167A","Family With Sequence Similarity 167 Member A","Protein Coding","35","GC08M011421","3.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM167A"
"CCL26","C-C Motif Chemokine Ligand 26","Protein Coding","38","GC07M075769","3.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL26"
"RPLP0","Ribosomal Protein Lateral Stalk Subunit P0","Protein Coding","41","GC12M120196","3.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPLP0"
"MGP","Matrix Gla Protein","Protein Coding","42","GC12M014881","3.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGP"
"ADH1B","Alcohol Dehydrogenase 1B (Class I), Beta Polypeptide","Protein Coding","43","GC04M099304","3.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH1B"
"NR2E3","Nuclear Receptor Subfamily 2 Group E Member 3","Protein Coding","40","GC15P071792","3.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2E3"
"SLC11A1","Solute Carrier Family 11 Member 1","Protein Coding","47","GC02P218382","3.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC11A1"
"FSCN1","Fascin Actin-Bundling Protein 1","Protein Coding","43","GC07P005592","3.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSCN1"
"FDX2","Ferredoxin 2","Protein Coding","28","GC19M010311","3.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FDX2"
"FBXW7","F-Box And WD Repeat Domain Containing 7","Protein Coding","44","GC04M152321","3.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXW7"
"MYCN","MYCN Proto-Oncogene, BHLH Transcription Factor","Protein Coding","47","GC02P015950","3.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYCN"
"DPYD","Dihydropyrimidine Dehydrogenase","Protein Coding","52","GC01M097015","3.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPYD"
"CRH","Corticotropin Releasing Hormone","Protein Coding","43","GC08M066176","3.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRH"
"TCF4","Transcription Factor 4","Protein Coding","46","GC18M055222","3.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF4"
"UBE2K","Ubiquitin Conjugating Enzyme E2 K","Protein Coding","41","GC04P039700","3.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2K"
"POU2F1","POU Class 2 Homeobox 1","Protein Coding","45","GC01P167190","3.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU2F1"
"RPS27L","Ribosomal Protein S27 Like","Protein Coding","37","GC15M064544","3.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27L"
"TRMT5","TRNA Methyltransferase 5","Protein Coding","39","GC14M060971","3.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT5"
"CHD7","Chromodomain Helicase DNA Binding Protein 7","Protein Coding","46","GC08P060678","3.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD7"
"DNM2","Dynamin 2","Protein Coding","50","GC19P010718","3.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM2"
"SETMAR","SET Domain And Mariner Transposase Fusion Gene","Protein Coding","39","GC03P004303","3.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETMAR"
"KLKB1","Kallikrein B1","Protein Coding","47","GC04P186208","3.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLKB1"
"TRMT6","TRNA Methyltransferase 6","Protein Coding","34","GC20M005937","3.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT6"
"SNCAIP","Synuclein Alpha Interacting Protein","Protein Coding","43","GC05P122311","3.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNCAIP"
"DNM1","Dynamin 1","Protein Coding","50","GC09P128191","3.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM1"
"IDO1","Indoleamine 2,3-Dioxygenase 1","Protein Coding","45","GC08P039891","3.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDO1"
"IL33","Interleukin 33","Protein Coding","39","GC09P006206","3.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL33"
"NEDD4L","NEDD4 Like E3 Ubiquitin Protein Ligase","Protein Coding","46","GC18P058044","3.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD4L"
"HBA-LCR","Alpha-Globin Locus Control Region","Biological Region","2","GC16U902429","3.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBA-LCR"
"GJC2","Gap Junction Protein Gamma 2","Protein Coding","41","GC01P228150","3.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJC2"
"MRPL36","Mitochondrial Ribosomal Protein L36","Protein Coding","35","GC05M001851","3.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL36"
"NBEAL2","Neurobeachin Like 2","Protein Coding","40","GC03P046979","3.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBEAL2"
"CDH4","Cadherin 4","Protein Coding","42","GC20P061252","3.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH4"
"PMEL","Premelanosome Protein","Protein Coding","37","GC12M055954","3.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMEL"
"HMGB1","High Mobility Group Box 1","Protein Coding","44","GC13M030456","3.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGB1"
"SMARCD1","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily D, Member 1","Protein Coding","39","GC12P050085","3.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCD1"
"FHL3","Four And A Half LIM Domains 3","Protein Coding","41","GC01M037997","3.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHL3"
"SALL4","Spalt Like Transcription Factor 4","Protein Coding","42","GC20M051784","3.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SALL4"
"CACNA1A","Calcium Voltage-Gated Channel Subunit Alpha1 A","Protein Coding","49","GC19M013206","3.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1A"
"TUBA1A","Tubulin Alpha 1a","Protein Coding","49","GC12M049184","3.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA1A"
"HLA-DPB1","Major Histocompatibility Complex, Class II, DP Beta 1","Protein Coding","43","GC06P033447","3.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DPB1"
"RBFOX1","RNA Binding Fox-1 Homolog 1","Protein Coding","38","GC16P005240","3.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBFOX1"
"RPL3L","Ribosomal Protein L3 Like","Protein Coding","39","GC16M001943","3.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL3L"
"IL3RA","Interleukin 3 Receptor Subunit Alpha","Protein Coding","42","GC0XP001336","3.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL3RA"
"KRT12","Keratin 12","Protein Coding","39","GC17M040861","3.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT12"
"CXXC5","CXXC Finger Protein 5","Protein Coding","38","GC05P139647","3.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXXC5"
"NRG1","Neuregulin 1","Protein Coding","47","GC08P031639","3.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRG1"
"CNTLN","Centlein","Protein Coding","36","GC09P017124","3.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTLN"
"ALPP","Alkaline Phosphatase, Placental","Protein Coding","45","GC02P232378","3.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPP"
"MCM2","Minichromosome Maintenance Complex Component 2","Protein Coding","47","GC03P127598","3.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM2"
"MCM3","Minichromosome Maintenance Complex Component 3","Protein Coding","45","GC06M052264","3.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM3"
"ODC1","Ornithine Decarboxylase 1","Protein Coding","47","GC02M010432","3.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ODC1"
"SHC1","SHC Adaptor Protein 1","Protein Coding","45","GC01M154962","3.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHC1"
"CYP19A1","Cytochrome P450 Family 19 Subfamily A Member 1","Protein Coding","49","GC15M051208","3.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP19A1"
"CDK10","Cyclin Dependent Kinase 10","Protein Coding","43","GC16P089680","3.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK10"
"NSF","N-Ethylmaleimide Sensitive Factor, Vesicle Fusing ATPase","Protein Coding","43","GC17P046590","3.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSF"
"MIR203A","MicroRNA 203a","RNA Gene","17","GC14P104331","3.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR203A"
"UBR5","Ubiquitin Protein Ligase E3 Component N-Recognin 5","Protein Coding","42","GC08M102252","3.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR5"
"PUS10","Pseudouridine Synthase 10","Protein Coding","35","GC02M060940","3.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUS10"
"DNASE1","Deoxyribonuclease 1","Protein Coding","41","GC16P003611","3.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNASE1"
"CD69","CD69 Molecule","Protein Coding","41","GC12M013363","3.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD69"
"ITPR1","Inositol 1,4,5-Trisphosphate Receptor Type 1","Protein Coding","49","GC03P004486","3.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR1"
"ERG","ETS Transcription Factor ERG","Protein Coding","45","GC21M038367","3.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERG"
"HMGA2","High Mobility Group AT-Hook 2","Protein Coding","45","GC12P065824","3.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGA2"
"RAP1B","RAP1B, Member Of RAS Oncogene Family","Protein Coding","45","GC12P068610","3.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAP1B"
"CD163","CD163 Molecule","Protein Coding","43","GC12M007471","3.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD163"
"HLA-E","Major Histocompatibility Complex, Class I, E","Protein Coding","41","GC06P033358","3.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-E"
"GHRHR","Growth Hormone Releasing Hormone Receptor","Protein Coding","42","GC07P030978","3.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHRHR"
"H4-16","H4 Histone 16","Protein Coding","32","GC12M014768","3.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H4-16"
"LAMP1","Lysosomal Associated Membrane Protein 1","Protein Coding","43","GC13P113297","3.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMP1"
"COX10","Cytochrome C Oxidase Assembly Factor Heme A:Farnesyltransferase COX10","Protein Coding","43","GC17P014069","3.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX10"
"DCK","Deoxycytidine Kinase","Protein Coding","45","GC04P070992","3.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCK"
"MIR122","MicroRNA 122","RNA Gene","19","GC18P058451","3.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR122"
"IDS","Iduronate 2-Sulfatase","Protein Coding","48","GC0XM149476","3.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDS"
"TRMT61A","TRNA Methyltransferase 61A","Protein Coding","32","GC14P103529","3.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT61A"
"MIRLET7G","MicroRNA Let-7g","RNA Gene","17","GC03M052268","3.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7G"
"SCARB1","Scavenger Receptor Class B Member 1","Protein Coding","45","GC12M124776","3.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARB1"
"KPNA1","Karyopherin Subunit Alpha 1","Protein Coding","41","GC03M122421","3.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA1"
"ADORA2A","Adenosine A2a Receptor","Protein Coding","45","GC22P024417","3.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA2A"
"PTX3","Pentraxin 3","Protein Coding","41","GC03P157436","3.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTX3"
"MIR15A","MicroRNA 15a","RNA Gene","13","GC13M050049","3.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR15A"
"CCNT1","Cyclin T1","Protein Coding","42","GC12M048688","3.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNT1"
"PRNP","Prion Protein","Protein Coding","46","GC20P004686","3.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRNP"
"METTL1","Methyltransferase Like 1","Protein Coding","42","GC12M057768","3.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL1"
"MAPK9","Mitogen-Activated Protein Kinase 9","Protein Coding","48","GC05M180234","3.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK9"
"APOBEC3G","Apolipoprotein B MRNA Editing Enzyme Catalytic Subunit 3G","Protein Coding","42","GC22P039078","3.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOBEC3G"
"BNIP3","BCL2 Interacting Protein 3","Protein Coding","42","GC10M131966","3.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNIP3"
