Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"MIR196A2","MicroRNA 196a-2","RNA Gene","19","GC12P054167","9.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR196A2"
"FREM1","FRAS1 Related Extracellular Matrix 1","Protein Coding","41","GC09M014730","9.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FREM1"
"VIPAS39","VPS33B Interacting Protein, Apical-Basolateral Polarity Regulator, Spe-39 Homolog","Protein Coding","37","GC14M077426","9.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIPAS39"
"TK1","Thymidine Kinase 1","Protein Coding","46","GC17M078175","9.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TK1"
"C1QA","Complement C1q A Chain","Protein Coding","45","GC01P022636","9.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QA"
"VPS11","VPS11 Core Subunit Of CORVET And HOPS Complexes","Protein Coding","39","GC11P119067","9.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS11"
"MR1","Major Histocompatibility Complex, Class I-Related","Protein Coding","41","GC01P181033","9.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MR1"
"RAB8A","RAB8A, Member RAS Oncogene Family","Protein Coding","40","GC19P016111","9.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB8A"
"MAP3K8","Mitogen-Activated Protein Kinase Kinase Kinase 8","Protein Coding","48","GC10P030458","9.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K8"
"FIP1L1","Factor Interacting With PAPOLA And CPSF1","Protein Coding","38","GC04P053383","9.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIP1L1"
"USP7","Ubiquitin Specific Peptidase 7","Protein Coding","47","GC16M008892","9.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP7"
"IL17RA","Interleukin 17 Receptor A","Protein Coding","45","GC22P017086","9.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17RA"
"GFI1","Growth Factor Independent 1 Transcriptional Repressor","Protein Coding","42","GC01M092474","9.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFI1"
"SLC7A9","Solute Carrier Family 7 Member 9","Protein Coding","45","GC19M032830","9.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A9"
"DGKD","Diacylglycerol Kinase Delta","Protein Coding","45","GC02P233356","9.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKD"
"ERAP1","Endoplasmic Reticulum Aminopeptidase 1","Protein Coding","43","GC05M096760","9.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERAP1"
"ABCB6","ATP Binding Cassette Subfamily B Member 6 (Langereis Blood Group)","Protein Coding","46","GC02M219209","9.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB6"
"RUNX3","RUNX Family Transcription Factor 3","Protein Coding","43","GC01M024899","9.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX3"
"AGPS","Alkylglycerone Phosphate Synthase","Protein Coding","43","GC02P177392","9.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGPS"
"FUT8","Fucosyltransferase 8","Protein Coding","43","GC14P065411","9.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT8"
"SGMS2","Sphingomyelin Synthase 2","Protein Coding","35","GC04P107824","9.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGMS2"
"VPS13B","Vacuolar Protein Sorting 13 Homolog B","Protein Coding","39","GC08P099011","9.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS13B"
"KRT2","Keratin 2","Protein Coding","41","GC12M052647","9.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT2"
"IGF2BP3","Insulin Like Growth Factor 2 MRNA Binding Protein 3","Protein Coding","42","GC07M023316","9.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2BP3"
"NOD1","Nucleotide Binding Oligomerization Domain Containing 1","Protein Coding","45","GC07M030424","9.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOD1"
"SF3B4","Splicing Factor 3b Subunit 4","Protein Coding","43","GC01M149923","9.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B4"
"KIF21A","Kinesin Family Member 21A","Protein Coding","40","GC12M039293","9.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF21A"
"KLF2","Kruppel Like Factor 2","Protein Coding","41","GC19P022206","9.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF2"
"SMARCC2","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin Subfamily C Member 2","Protein Coding","45","GC12M056161","9.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCC2"
"LEF1","Lymphoid Enhancer Binding Factor 1","Protein Coding","47","GC04M108047","9.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEF1"
"ANKH","ANKH Inorganic Pyrophosphate Transport Regulator","Protein Coding","41","GC05M014706","9.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKH"
"LGALS4","Galectin 4","Protein Coding","38","GC19M041436","9.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS4"
"TUSC3","Tumor Suppressor Candidate 3","Protein Coding","41","GC08P015417","9.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUSC3"
"APLP2","Amyloid Beta Precursor Like Protein 2","Protein Coding","42","GC11P130069","9.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APLP2"
"CEACAM3","CEA Cell Adhesion Molecule 3","Protein Coding","40","GC19P041796","9.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM3"
"ID1","Inhibitor Of DNA Binding 1, HLH Protein","Protein Coding","43","GC20P031605","9.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ID1"
"ERF","ETS2 Repressor Factor","Protein Coding","41","GC19M042247","9.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERF"
"MTAP","Methylthioadenosine Phosphorylase","Protein Coding","47","GC09P021792","9.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTAP"
"MIR152","MicroRNA 152","RNA Gene","17","GC17M048037","9.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR152"
"MYH3","Myosin Heavy Chain 3","Protein Coding","44","GC17M010628","9.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH3"
"ZBTB16","Zinc Finger And BTB Domain Containing 16","Protein Coding","46","GC11P114059","9.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB16"
"MAK","Male Germ Cell Associated Kinase","Protein Coding","42","GC06M010762","9.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAK"
"HOTAIR","HOX Transcript Antisense RNA","RNA Gene","23","GC12M053962","9.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOTAIR"
"APBB1","Amyloid Beta Precursor Protein Binding Family B Member 1","Protein Coding","43","GC11M006396","9.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APBB1"
"SMC3","Structural Maintenance Of Chromosomes 3","Protein Coding","46","GC10P110567","9.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMC3"
"DPYSL2","Dihydropyrimidinase Like 2","Protein Coding","45","GC08P026514","9.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPYSL2"
"SRSF2","Serine And Arginine Rich Splicing Factor 2","Protein Coding","40","GC17M076734","9.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF2"
"REG3A","Regenerating Family Member 3 Alpha","Protein Coding","39","GC02M079157","9.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REG3A"
"NDUFB8","NADH:Ubiquinone Oxidoreductase Subunit B8","Protein Coding","42","GC10M100523","9.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB8"
"MST1","Macrophage Stimulating 1","Protein Coding","45","GC03M049683","9.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MST1"
"NDUFAF5","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 5","Protein Coding","36","GC20P013786","9.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF5"
"MIR675","MicroRNA 675","RNA Gene","15","GC11M001997","9.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR675"
"ASCL1","Achaete-Scute Family BHLH Transcription Factor 1","Protein Coding","42","GC12P102957","9.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCL1"
"COPA","COPI Coat Complex Subunit Alpha","Protein Coding","41","GC01M160288","9.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPA"
"MAP3K14","Mitogen-Activated Protein Kinase Kinase Kinase 14","Protein Coding","43","GC17M045263","9.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K14"
"NDUFA13","NADH:Ubiquinone Oxidoreductase Subunit A13","Protein Coding","43","GC19P019515","9.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA13"
"CYC1","Cytochrome C1","Protein Coding","45","GC08P144095","9.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYC1"
"SPRY4","Sprouty RTK Signaling Antagonist 4","Protein Coding","43","GC05M142310","9.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRY4"
"GAB2","GRB2 Associated Binding Protein 2","Protein Coding","43","GC11M078215","9.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAB2"
"PEX3","Peroxisomal Biogenesis Factor 3","Protein Coding","42","GC06P143450","9.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX3"
"FCGRT","Fc Fragment Of IgG Receptor And Transporter","Protein Coding","41","GC19P049506","9.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGRT"
"HCRTR2","Hypocretin Receptor 2","Protein Coding","44","GC06P055106","9.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCRTR2"
"PADI4","Peptidyl Arginine Deiminase 4","Protein Coding","44","GC01P017308","9.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI4"
"NEFM","Neurofilament Medium","Protein Coding","42","GC08P024913","9.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEFM"
"RXRG","Retinoid X Receptor Gamma","Protein Coding","42","GC01M165401","9.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRG"
"RGS9","Regulator Of G Protein Signaling 9","Protein Coding","43","GC17P065137","9.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS9"
"NEO1","Neogenin 1","Protein Coding","41","GC15P073051","9.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEO1"
"RNPC3","RNA Binding Region (RNP1, RRM) Containing 3","Protein Coding","35","GC01P103525","9.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNPC3"
"CNDP2","Carnosine Dipeptidase 2","Protein Coding","43","GC18P074495","9.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNDP2"
"CUL1","Cullin 1","Protein Coding","46","GC07P148697","9.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL1"
"LOC109623489","Insulin Repeat Instability Region","Biological Region","2","GC11U902967","9.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC109623489"
"LMX1B","LIM Homeobox Transcription Factor 1 Beta","Protein Coding","44","GC09P126614","9.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMX1B"
"EXOSC9","Exosome Component 9","Protein Coding","39","GC04P121801","9.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC9"
"RPA1","Replication Protein A1","Protein Coding","45","GC17P001829","9.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPA1"
"ALOX5AP","Arachidonate 5-Lipoxygenase Activating Protein","Protein Coding","43","GC13P030713","9.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX5AP"
"CGB3","Chorionic Gonadotropin Subunit Beta 3","Protein Coding","31","GC19M049024","9.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB3"
"MIRLET7I","MicroRNA Let-7i","RNA Gene","17","GC12P062606","9.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7I"
"DMP1","Dentin Matrix Acidic Phosphoprotein 1","Protein Coding","42","GC04P087650","9.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMP1"
"ADA2","Adenosine Deaminase 2","Protein Coding","33","GC22M017179","9.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADA2"
"SNCB","Synuclein Beta","Protein Coding","43","GC05M176620","9.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNCB"
"GLP2R","Glucagon Like Peptide 2 Receptor","Protein Coding","44","GC17P009822","9.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLP2R"
"IL12RB2","Interleukin 12 Receptor Subunit Beta 2","Protein Coding","43","GC01P067307","9.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12RB2"
"LIMS2","LIM Zinc Finger Domain Containing 2","Protein Coding","40","GC02M127638","9.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIMS2"
"CPQ","Carboxypeptidase Q","Protein Coding","34","GC08P096645","9.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPQ"
"TRPM1","Transient Receptor Potential Cation Channel Subfamily M Member 1","Protein Coding","43","GC15M031001","9.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM1"
"PLEKHG4","Pleckstrin Homology And RhoGEF Domain Containing G4","Protein Coding","40","GC16P067311","9.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHG4"
"ERN1","Endoplasmic Reticulum To Nucleus Signaling 1","Protein Coding","46","GC17M064039","9.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERN1"
"CELF1","CUGBP Elav-Like Family Member 1","Protein Coding","38","GC11M059698","9.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELF1"
"RYR3","Ryanodine Receptor 3","Protein Coding","42","GC15P033310","9.17","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RYR3"
"PSMA7","Proteasome 20S Subunit Alpha 7","Protein Coding","45","GC20M062136","9.17","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA7"
"UFL1","UFM1 Specific Ligase 1","Protein Coding","34","GC06P096521","9.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UFL1"
"FSCN1","Fascin Actin-Bundling Protein 1","Protein Coding","43","GC07P005592","9.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSCN1"
"FRS2","Fibroblast Growth Factor Receptor Substrate 2","Protein Coding","41","GC12P069471","9.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRS2"
"NSF","N-Ethylmaleimide Sensitive Factor, Vesicle Fusing ATPase","Protein Coding","43","GC17P046590","9.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSF"
"VAV2","Vav Guanine Nucleotide Exchange Factor 2","Protein Coding","43","GC09M133761","9.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAV2"
"ICAM3","Intercellular Adhesion Molecule 3","Protein Coding","41","GC19M010335","9.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM3"
"DHODH","Dihydroorotate Dehydrogenase (Quinone)","Protein Coding","45","GC16P072008","9.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHODH"
"CCL8","C-C Motif Chemokine Ligand 8","Protein Coding","38","GC17P034319","9.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL8"
"MEGF8","Multiple EGF Like Domains 8","Protein Coding","36","GC19P042325","9.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEGF8"
"SCG2","Secretogranin II","Protein Coding","38","GC02M223596","9.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCG2"
"VPS26A","VPS26, Retromer Complex Component A","Protein Coding","40","GC10P069123","9.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS26A"
"FARS2","Phenylalanyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","44","GC06P005261","9.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FARS2"
"SYNGAP1","Synaptic Ras GTPase Activating Protein 1","Protein Coding","44","GC06P033419","9.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNGAP1"
"E2F2","E2F Transcription Factor 2","Protein Coding","42","GC01M023520","9.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F2"
"SDC1","Syndecan 1","Protein Coding","43","GC02M020200","9.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC1"
"LPCAT2","Lysophosphatidylcholine Acyltransferase 2","Protein Coding","41","GC16P055510","9.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPCAT2"
"MIR34B","MicroRNA 34b","RNA Gene","19","GC11P111578","9.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34B"
"TTC37","Tetratricopeptide Repeat Domain 37","Protein Coding","39","GC05M095463","9.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC37"
"MIR451A","MicroRNA 451a","RNA Gene","15","GC17M028861","9.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR451A"
"IMPDH2","Inosine Monophosphate Dehydrogenase 2","Protein Coding","46","GC03M049204","9.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPDH2"
"CRABP2","Cellular Retinoic Acid Binding Protein 2","Protein Coding","43","GC01M156701","9.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRABP2"
"IGHM","Immunoglobulin Heavy Constant Mu","Protein Coding","31","GC14M105854","9.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHM"
"SSTR5","Somatostatin Receptor 5","Protein Coding","41","GC16P001072","9.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSTR5"
"IL1RAPL1","Interleukin 1 Receptor Accessory Protein Like 1","Protein Coding","41","GC0XP028605","9.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RAPL1"
"PARN","Poly(A)-Specific Ribonuclease","Protein Coding","46","GC16M014435","9.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARN"
"HBB-LCR","Beta-Globin Locus Control Region","Biological Region","5","GC11U902985","9.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBB-LCR"
"CCT3","Chaperonin Containing TCP1 Subunit 3","Protein Coding","41","GC01M156308","9.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT3"
"SLC2A5","Solute Carrier Family 2 Member 5","Protein Coding","44","GC01M009036","9.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A5"
"SKP1","S-Phase Kinase Associated Protein 1","Protein Coding","43","GC05M134148","9.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKP1"
"RRM1","Ribonucleotide Reductase Catalytic Subunit M1","Protein Coding","47","GC11P004115","9.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM1"
"EIF2B2","Eukaryotic Translation Initiation Factor 2B Subunit Beta","Protein Coding","43","GC14P075002","9.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2B2"
"GALT","Galactose-1-Phosphate Uridylyltransferase","Protein Coding","47","GC09P034674","9.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALT"
"TXNRD1","Thioredoxin Reductase 1","Protein Coding","47","GC12P104215","9.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNRD1"
"PRKAR2B","Protein Kinase CAMP-Dependent Type II Regulatory Subunit Beta","Protein Coding","45","GC07P107044","9.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAR2B"
"ABCD3","ATP Binding Cassette Subfamily D Member 3","Protein Coding","44","GC01P094418","9.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCD3"
"CDH11","Cadherin 11","Protein Coding","46","GC16M064882","9.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH11"
"GAMT","Guanidinoacetate N-Methyltransferase","Protein Coding","46","GC19M001397","9.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAMT"
"NDUFB9","NADH:Ubiquinone Oxidoreductase Subunit B9","Protein Coding","44","GC08P124539","9.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB9"
"APOBEC3G","Apolipoprotein B MRNA Editing Enzyme Catalytic Subunit 3G","Protein Coding","42","GC22P039078","9.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOBEC3G"
"PRPF4","Pre-MRNA Processing Factor 4","Protein Coding","42","GC09P113275","9.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF4"
"OLIG2","Oligodendrocyte Transcription Factor 2","Protein Coding","41","GC21P033025","9.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLIG2"
"PFN1","Profilin 1","Protein Coding","47","GC17M004945","9.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFN1"
"TBXT","T-Box Transcription Factor T","Protein Coding","32","GC06M166158","9.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBXT"
"RIPPLY2","Ripply Transcriptional Repressor 2","Protein Coding","37","GC06P083854","9.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIPPLY2"
"EPS15","Epidermal Growth Factor Receptor Pathway Substrate 15","Protein Coding","45","GC01M051354","9.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPS15"
"MIR30D","MicroRNA 30d","RNA Gene","15","GC08M134804","9.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30D"
"PSMB7","Proteasome 20S Subunit Beta 7","Protein Coding","46","GC09M124353","9.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB7"
"HCN1","Hyperpolarization Activated Cyclic Nucleotide Gated Potassium Channel 1","Protein Coding","45","GC05M045260","9.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCN1"
"IL5RA","Interleukin 5 Receptor Subunit Alpha","Protein Coding","46","GC03M003066","9.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL5RA"
"AIF1","Allograft Inflammatory Factor 1","Protein Coding","39","GC06P033396","9.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIF1"
"RPL18","Ribosomal Protein L18","Protein Coding","43","GC19M048615","9.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL18"
"GUCY2C","Guanylate Cyclase 2C","Protein Coding","46","GC12M014612","9.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCY2C"
"IL27","Interleukin 27","Protein Coding","39","GC16M028511","9.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL27"
"EIF2B4","Eukaryotic Translation Initiation Factor 2B Subunit Delta","Protein Coding","44","GC02M027364","9.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2B4"
"MDK","Midkine","Protein Coding","43","GC11P046402","9.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDK"
"PGAP1","Post-GPI Attachment To Proteins Inositol Deacylase 1","Protein Coding","41","GC02M196833","9.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAP1"
"TNNI2","Troponin I2, Fast Skeletal Type","Protein Coding","45","GC11P001839","9.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNI2"
"PLA2G4B","Phospholipase A2 Group IVB","Protein Coding","38","GC15P041837","9.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G4B"
"AUH","AU RNA Binding Methylglutaconyl-CoA Hydratase","Protein Coding","43","GC09M091213","9.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AUH"
"RPS26","Ribosomal Protein S26","Protein Coding","42","GC12P056043","9.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS26"
"WDR11","WD Repeat Domain 11","Protein Coding","38","GC10P120851","9.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR11"
"AP2A1","Adaptor Related Protein Complex 2 Subunit Alpha 1","Protein Coding","39","GC19P049766","9.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP2A1"
"HEPACAM","Hepatic And Glial Cell Adhesion Molecule","Protein Coding","40","GC11M124919","9.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEPACAM"
"SLC7A7","Solute Carrier Family 7 Member 7","Protein Coding","46","GC14M022773","9.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A7"
"NONO","Non-POU Domain Containing Octamer Binding","Protein Coding","44","GC0XP071283","9.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NONO"
"HS6ST1","Heparan Sulfate 6-O-Sulfotransferase 1","Protein Coding","42","GC02M128236","9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HS6ST1"
"KRT12","Keratin 12","Protein Coding","39","GC17M040861","9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT12"
"GIGYF2","GRB10 Interacting GYF Protein 2","Protein Coding","39","GC02P232698","9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIGYF2"
"NDUFB3","NADH:Ubiquinone Oxidoreductase Subunit B3","Protein Coding","41","GC02P201071","9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB3"
"PAX1","Paired Box 1","Protein Coding","42","GC20P021705","8.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX1"
"CCDC28B","Coiled-Coil Domain Containing 28B","Protein Coding","37","GC01P032200","8.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC28B"
"DIO3","Iodothyronine Deiodinase 3","Protein Coding","39","GC14P104335","8.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIO3"
"RUNX1T1","RUNX1 Partner Transcriptional Co-Repressor 1","Protein Coding","40","GC08M091954","8.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX1T1"
"IRF5","Interferon Regulatory Factor 5","Protein Coding","48","GC07P128937","8.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF5"
"AP4B1","Adaptor Related Protein Complex 4 Subunit Beta 1","Protein Coding","41","GC01M113894","8.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP4B1"
"MIR149","MicroRNA 149","RNA Gene","19","GC02P240456","8.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR149"
"SLC25A38","Solute Carrier Family 25 Member 38","Protein Coding","38","GC03P039389","8.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A38"
"PDCD6IP","Programmed Cell Death 6 Interacting Protein","Protein Coding","43","GC03P033798","8.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD6IP"
"FABP5","Fatty Acid Binding Protein 5","Protein Coding","42","GC08P081282","8.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP5"
"GATA5","GATA Binding Protein 5","Protein Coding","39","GC20M062464","8.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA5"
"CLPS","Colipase","Protein Coding","40","GC06M041294","8.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLPS"
"TP53BP1","Tumor Protein P53 Binding Protein 1","Protein Coding","43","GC15M043403","8.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53BP1"
"RORB","RAR Related Orphan Receptor B","Protein Coding","45","GC09P074497","8.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RORB"
"ANKS4B","Ankyrin Repeat And Sterile Alpha Motif Domain Containing 4B","Protein Coding","32","GC16P021244","8.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKS4B"
