Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"IGF1","Insulin Like Growth Factor 1","Protein Coding","49","GC12M102395","5.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1"
"CASP3","Caspase 3","Protein Coding","50","GC04M184627","5.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP3"
"CTLA4","Cytotoxic T-Lymphocyte Associated Protein 4","Protein Coding","46","GC02P203867","5.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTLA4"
"CXCL12","C-X-C Motif Chemokine Ligand 12","Protein Coding","45","GC10M044370","5.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL12"
"C15orf41","Chromosome 15 Open Reading Frame 41","Protein Coding","36","GC15P036579","5.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C15orf41"
"CCL2","C-C Motif Chemokine Ligand 2","Protein Coding","49","GC17P034255","5.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL2"
"FOXP3","Forkhead Box P3","Protein Coding","46","GC0XM049250","5.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP3"
"CDAN1","Codanin 1","Protein Coding","39","GC15M042723","5.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDAN1"
"TYMP","Thymidine Phosphorylase","Protein Coding","46","GC22M050525","5.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYMP"
"HLA-DRB1","Major Histocompatibility Complex, Class II, DR Beta 1","Protein Coding","46","GC06M032578","5.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB1"
"KIT","KIT Proto-Oncogene, Receptor Tyrosine Kinase","Protein Coding","53","GC04P054657","5.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIT"
"KRT18","Keratin 18","Protein Coding","49","GC12P052948","5.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT18"
"ANGPT1","Angiopoietin 1","Protein Coding","46","GC08M107246","5.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPT1"
"MMP14","Matrix Metallopeptidase 14","Protein Coding","51","GC14P025005","5.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP14"
"TGFBR1","Transforming Growth Factor Beta Receptor 1","Protein Coding","53","GC09P099104","5.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBR1"
"HK2","Hexokinase 2","Protein Coding","47","GC02P074833","5.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HK2"
"FOXM1","Forkhead Box M1","Protein Coding","44","GC12M002857","5.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXM1"
"TIMP1","TIMP Metallopeptidase Inhibitor 1","Protein Coding","45","GC0XP047583","5.17","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP1"
"TIMP2","TIMP Metallopeptidase Inhibitor 2","Protein Coding","44","GC17M078852","5.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP2"
"F5","Coagulation Factor V","Protein Coding","45","GC01M169511","5.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F5"
"RPS6KB1","Ribosomal Protein S6 Kinase B1","Protein Coding","49","GC17P059893","5.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KB1"
"HSPA4","Heat Shock Protein Family A (Hsp70) Member 4","Protein Coding","42","GC05P133051","5.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA4"
"MIR126","MicroRNA 126","RNA Gene","20","GC09P136670","5.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR126"
"NOTCH4","Notch Receptor 4","Protein Coding","45","GC06M032407","5.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH4"
"WNT3A","Wnt Family Member 3A","Protein Coding","47","GC01P228072","5.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT3A"
"TRIP13","Thyroid Hormone Receptor Interactor 13","Protein Coding","40","GC05P000892","5.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIP13"
"KRT8","Keratin 8","Protein Coding","47","GC12M052897","5.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT8"
"CCR6","C-C Motif Chemokine Receptor 6","Protein Coding","45","GC06P167111","4.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR6"
"SPP1","Secreted Phosphoprotein 1","Protein Coding","46","GC04P087975","4.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPP1"
"SLC17A5","Solute Carrier Family 17 Member 5","Protein Coding","44","GC06M073593","4.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A5"
"MIR150","MicroRNA 150","RNA Gene","20","GC19M049500","4.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR150"
"IGF1R","Insulin Like Growth Factor 1 Receptor","Protein Coding","54","GC15P098648","4.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1R"
"LRP6","LDL Receptor Related Protein 6","Protein Coding","47","GC12M013402","4.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP6"
"WNT3","Wnt Family Member 3","Protein Coding","47","GC17M046762","4.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT3"
"MIR24-1","MicroRNA 24-1","RNA Gene","17","GC09P095086","4.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR24-1"
"KRT7","Keratin 7","Protein Coding","42","GC12P052232","4.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT7"
"MIR199A1","MicroRNA 199a-1","RNA Gene","17","GC19M010792","4.88","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR199A1"
"BRCA2","BRCA2 DNA Repair Associated","Protein Coding","49","GC13P032315","4.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRCA2"
"IFNB1","Interferon Beta 1","Protein Coding","41","GC09M021077","4.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNB1"
"WNT7B","Wnt Family Member 7B","Protein Coding","43","GC22M045920","4.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT7B"
"CREB1","CAMP Responsive Element Binding Protein 1","Protein Coding","49","GC02P207529","4.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB1"
"FZD7","Frizzled Class Receptor 7","Protein Coding","44","GC02P202034","4.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD7"
"BAD","BCL2 Associated Agonist Of Cell Death","Protein Coding","46","GC11M064273","4.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAD"
"IRS2","Insulin Receptor Substrate 2","Protein Coding","45","GC13M109752","4.78","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS2"
"ZNF23","Zinc Finger Protein 23","Protein Coding","39","GC16M071468","4.76","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF23"
"ADIPOQ","Adiponectin, C1Q And Collagen Domain Containing","Protein Coding","45","GC03P186842","4.76","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOQ"
"RGMB","Repulsive Guidance Molecule BMP Co-Receptor B","Protein Coding","38","GC05P098768","4.75","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGMB"
"SMARCB1","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily B, Member 1","Protein Coding","45","GC22P023786","4.74","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCB1"
"BMP4","Bone Morphogenetic Protein 4","Protein Coding","49","GC14M053949","4.71","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP4"
"CLIC4","Chloride Intracellular Channel 4","Protein Coding","40","GC01P024745","4.7","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLIC4"
"MDM2","MDM2 Proto-Oncogene","Protein Coding","53","GC12P068808","4.67","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDM2"
"ASNSD1","Asparagine Synthetase Domain Containing 1","Protein Coding","32","GC02P189661","4.66","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASNSD1"
"WNT2","Wnt Family Member 2","Protein Coding","44","GC07M117276","4.65","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT2"
"ALDOB","Aldolase, Fructose-Bisphosphate B","Protein Coding","44","GC09M101420","4.64","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDOB"
"MIR483","MicroRNA 483","RNA Gene","17","GC11M002178","4.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR483"
"COMT","Catechol-O-Methyltransferase","Protein Coding","50","GC22P019941","4.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMT"
"GSTP1","Glutathione S-Transferase Pi 1","Protein Coding","49","GC11P067583","4.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTP1"
"SMAD7","SMAD Family Member 7","Protein Coding","43","GC18M048919","4.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD7"
"NOTCH1","Notch Receptor 1","Protein Coding","51","GC09M136582","4.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH1"
"MME","Membrane Metalloendopeptidase","Protein Coding","50","GC03P155024","4.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MME"
"TCF7L2","Transcription Factor 7 Like 2","Protein Coding","47","GC10P112950","4.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7L2"
"CD80","CD80 Molecule","Protein Coding","42","GC03M119524","4.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD80"
"PCSK7","Proprotein Convertase Subtilisin/Kexin Type 7","Protein Coding","42","GC11M117199","4.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK7"
"DIRC1","Disrupted In Renal Carcinoma 1","RNA Gene","26","GC02M188733","4.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIRC1"
"PKHD1","PKHD1 Ciliary IPT Domain Containing Fibrocystin/Polyductin","Protein Coding","39","GC06M051588","4.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKHD1"
"DVL1","Dishevelled Segment Polarity Protein 1","Protein Coding","46","GC01M001335","4.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DVL1"
"TLR2","Toll Like Receptor 2","Protein Coding","51","GC04P153684","4.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR2"
"NEMP2","Nuclear Envelope Integral Membrane Protein 2","Protein Coding","24","GC02M190455","4.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEMP2"
"BHMT","Betaine--Homocysteine S-Methyltransferase","Protein Coding","41","GC05P079111","4.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHMT"
"DVL2","Dishevelled Segment Polarity Protein 2","Protein Coding","45","GC17M007225","4.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DVL2"
"ANKAR","Ankyrin And Armadillo Repeat Containing","Protein Coding","32","GC02P189674","4.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKAR"
"IGF2BP2","Insulin Like Growth Factor 2 MRNA Binding Protein 2","Protein Coding","43","GC03M185643","4.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2BP2"
"PKD1","Polycystin 1, Transient Receptor Potential Channel Interacting","Protein Coding","45","GC16M002170","4.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD1"
"SERPINE1","Serpin Family E Member 1","Protein Coding","50","GC07P101127","4.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINE1"
"CCL5","C-C Motif Chemokine Ligand 5","Protein Coding","43","GC17M035871","4.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL5"
"PHIP","Pleckstrin Homology Domain Interacting Protein","Protein Coding","38","GC06M078934","4.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHIP"
"WNT4","Wnt Family Member 4","Protein Coding","47","GC01M022190","4.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT4"
"GNRH1","Gonadotropin Releasing Hormone 1","Protein Coding","42","GC08M025419","4.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNRH1"
"TLR3","Toll Like Receptor 3","Protein Coding","52","GC04P186059","4.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR3"
"CPSF4","Cleavage And Polyadenylation Specific Factor 4","Protein Coding","40","GC07P099438","4.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPSF4"
"KRT19","Keratin 19","Protein Coding","45","GC17M041523","4.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT19"
"S100B","S100 Calcium Binding Protein B","Protein Coding","45","GC21M047166","4.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100B"
"OSGEPL1","O-Sialoglycoprotein Endopeptidase Like 1","Protein Coding","35","GC02M189746","4.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSGEPL1"
"NR5A1","Nuclear Receptor Subfamily 5 Group A Member 1","Protein Coding","49","GC09M124481","4.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR5A1"
"BACE1","Beta-Secretase 1","Protein Coding","46","GC11M117285","4.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BACE1"
"PIGR","Polymeric Immunoglobulin Receptor","Protein Coding","41","GC01M206928","4.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGR"
"NFKB1","Nuclear Factor Kappa B Subunit 1","Protein Coding","53","GC04P102501","4.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKB1"
"SP2","Sp2 Transcription Factor","Protein Coding","39","GC17P047896","4.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP2"
"AGT","Angiotensinogen","Protein Coding","49","GC01M230702","4.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGT"
"APOB","Apolipoprotein B","Protein Coding","45","GC02M020956","4.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOB"
"KLHDC2","Kelch Domain Containing 2","Protein Coding","36","GC14P049767","4.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHDC2"
"WNT5B","Wnt Family Member 5B","Protein Coding","44","GC12P001529","4.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT5B"
"NR1H4","Nuclear Receptor Subfamily 1 Group H Member 4","Protein Coding","48","GC12P100473","4.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1H4"
"NEAT1","Nuclear Paraspeckle Assembly Transcript 1","RNA Gene","20","GC11P065418","4.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEAT1"
"ANGPT2","Angiopoietin 2","Protein Coding","45","GC08M006499","4.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPT2"
"SLC48A1","Solute Carrier Family 48 Member 1","Protein Coding","35","GC12P047753","4.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC48A1"
"MIR30A","MicroRNA 30a","RNA Gene","17","GC06M071403","4.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30A"
"SPAG17","Sperm Associated Antigen 17","Protein Coding","34","GC01M117953","4.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPAG17"
"MIR140","MicroRNA 140","RNA Gene","19","GC16P069934","4.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR140"
"MIR16-1","MicroRNA 16-1","RNA Gene","20","GC13M050048","4.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR16-1"
"CHURC1","Churchill Domain Containing 1","Protein Coding","32","GC14P064915","4.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHURC1"
"MICU1","Mitochondrial Calcium Uptake 1","Protein Coding","39","GC10M072367","4.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICU1"
"JCHAIN","Joining Chain Of Multimeric IgA And IgM","Protein Coding","34","GC04M070655","4.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JCHAIN"
"MIR214","MicroRNA 214","RNA Gene","17","GC01M172229","4.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR214"
"RETN","Resistin","Protein Coding","43","GC19P007669","4.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RETN"
"TIMP3","TIMP Metallopeptidase Inhibitor 3","Protein Coding","45","GC22P032800","4.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP3"
"RNASE3","Ribonuclease A Family Member 3","Protein Coding","40","GC14P020891","4.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASE3"
"FCN1","Ficolin 1","Protein Coding","39","GC09M134970","4.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCN1"
"SMDT1","Single-Pass Membrane Protein With Aspartate Rich Tail 1","Protein Coding","32","GC22P042079","4.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMDT1"
"MIR205","MicroRNA 205","RNA Gene","17","GC01P209432","4.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR205"
"MCU","Mitochondrial Calcium Uniporter","Protein Coding","35","GC10P072692","4.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCU"
"FABP1","Fatty Acid Binding Protein 1","Protein Coding","43","GC02M088122","4.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP1"
"MIR192","MicroRNA 192","RNA Gene","19","GC11M064891","4.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR192"
"FOS","Fos Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","50","GC14P075278","4.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOS"
"GNPAT","Glyceronephosphate O-Acyltransferase","Protein Coding","45","GC01P231241","3.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNPAT"
"WNT11","Wnt Family Member 11","Protein Coding","44","GC11M076186","3.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT11"
"CDH4","Cadherin 4","Protein Coding","42","GC20P061252","3.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH4"
"MIR142","MicroRNA 142","RNA Gene","17","GC17M058331","3.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR142"
"MIR15B","MicroRNA 15b","RNA Gene","16","GC03P160404","3.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR15B"
"CALCA","Calcitonin Related Polypeptide Alpha","Protein Coding","43","GC11M014945","3.88","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCA"
"AFP","Alpha Fetoprotein","Protein Coding","46","GC04P073431","3.88","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFP"
"MIR7-3HG","MIR7-3 Host Gene","RNA Gene","21","GC19P004788","3.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR7-3HG"
"SELE","Selectin E","Protein Coding","44","GC01M169722","3.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELE"
"MIRLET7G","MicroRNA Let-7g","RNA Gene","17","GC03M052268","3.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7G"
"DDIT3","DNA Damage Inducible Transcript 3","Protein Coding","45","GC12M057516","3.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDIT3"
"ID1","Inhibitor Of DNA Binding 1, HLH Protein","Protein Coding","43","GC20P031605","3.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ID1"
"MIRLET7D","MicroRNA Let-7d","RNA Gene","19","GC09P094178","3.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7D"
"MUC1","Mucin 1, Cell Surface Associated","Protein Coding","47","GC01M155185","3.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC1"
"TLR9","Toll Like Receptor 9","Protein Coding","46","GC03M052222","3.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR9"
"MIR9-1","MicroRNA 9-1","RNA Gene","19","GC01M156420","3.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9-1"
"MIR196A1","MicroRNA 196a-1","RNA Gene","17","GC17M048632","3.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR196A1"
"DDT","D-Dopachrome Tautomerase","Protein Coding","39","GC22M023971","3.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDT"
"PIK3CA","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Alpha","Protein Coding","52","GC03P179148","3.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CA"
"PARPBP","PARP1 Binding Protein","Protein Coding","31","GC12P102120","3.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARPBP"
"CCDC152","Coiled-Coil Domain Containing 152","Protein Coding","27","GC05P042760","3.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC152"
"APC","APC Regulator Of WNT Signaling Pathway","Protein Coding","48","GC05P112707","3.76","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APC"
"CCN2","Cellular Communication Network Factor 2","Protein Coding","39","GC06M131948","3.75","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN2"
"PPP1R11","Protein Phosphatase 1 Regulatory Inhibitor Subunit 11","Protein Coding","36","GC06P033224","3.74","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R11"
"MIR144","MicroRNA 144","RNA Gene","14","GC17M029703","3.72","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR144"
"CEBPB","CCAAT Enhancer Binding Protein Beta","Protein Coding","43","GC20P050190","3.72","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPB"
"SLC30A9","Solute Carrier Family 30 Member 9","Protein Coding","39","GC04P041992","3.72","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A9"
"PNPLA3","Patatin Like Phospholipase Domain Containing 3","Protein Coding","41","GC22P043923","3.71","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA3"
"SMAD1","SMAD Family Member 1","Protein Coding","44","GC04P145481","3.71","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD1"
"MIR30C1","MicroRNA 30c-1","RNA Gene","20","GC01P040757","3.69","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30C1"
"MIR30E","MicroRNA 30e","RNA Gene","19","GC01P040754","3.69","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30E"
"ANXA2","Annexin A2","Protein Coding","47","GC15M060347","3.68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA2"
"MIR151A","MicroRNA 151a","RNA Gene","16","GC08M140733","3.65","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR151A"
"ACTA2-AS1","ACTA2 Antisense RNA 1","RNA Gene","15","GC10P088932","3.65","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA2-AS1"
"CCND1","Cyclin D1","Protein Coding","52","GC11P069641","3.65","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCND1"
"ACTB","Actin Beta","Protein Coding","48","GC07M005527","3.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTB"
"IFNA1","Interferon Alpha 1","Protein Coding","39","GC09P021478","3.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA1"
"UGT1A1","UDP Glucuronosyltransferase Family 1 Member A1","Protein Coding","48","GC02P233760","3.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A1"
"TRIM27","Tripartite Motif Containing 27","Protein Coding","41","GC06M028903","3.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM27"
"GATA1","GATA Binding Protein 1","Protein Coding","46","GC0XP048786","3.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA1"
"MAPK8","Mitogen-Activated Protein Kinase 8","Protein Coding","50","GC10P048306","3.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK8"
"NOD2","Nucleotide Binding Oligomerization Domain Containing 2","Protein Coding","48","GC16P050693","3.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOD2"
"AR","Androgen Receptor","Protein Coding","53","GC0XP067544","3.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AR"
"MMP3","Matrix Metallopeptidase 3","Protein Coding","51","GC11M102835","3.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP3"
"REN","Renin","Protein Coding","48","GC01M204154","3.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REN"
"AXIN1","Axin 1","Protein Coding","46","GC16M000287","3.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXIN1"
"AGTR1","Angiotensin II Receptor Type 1","Protein Coding","50","GC03P148697","3.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGTR1"
"CYCS","Cytochrome C, Somatic","Protein Coding","49","GC07M025118","3.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYCS"
"C5","Complement C5","Protein Coding","46","GC09M120952","3.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C5"
"CDK4","Cyclin Dependent Kinase 4","Protein Coding","54","GC12M057743","3.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK4"
"GSTM1","Glutathione S-Transferase Mu 1","Protein Coding","41","GC01P109687","3.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTM1"
"HSP90B1","Heat Shock Protein 90 Beta Family Member 1","Protein Coding","45","GC12P103930","3.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90B1"
"BCL2","BCL2 Apoptosis Regulator","Protein Coding","52","GC18M063123","3.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2"
"ABCB1","ATP Binding Cassette Subfamily B Member 1","Protein Coding","51","GC07M087504","3.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB1"
"PSTK","Phosphoseryl-TRNA Kinase","Protein Coding","33","GC10P122954","3.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSTK"
"NRAS","NRAS Proto-Oncogene, GTPase","Protein Coding","50","GC01M114704","3.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRAS"
"TERT","Telomerase Reverse Transcriptase","Protein Coding","52","GC05M001253","3.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERT"
"RB1","RB Transcriptional Corepressor 1","Protein Coding","49","GC13P048303","3.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RB1"
"SOCS3","Suppressor Of Cytokine Signaling 3","Protein Coding","44","GC17M078356","3.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS3"
"NPM1","Nucleophosmin 1","Protein Coding","48","GC05P171387","3.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPM1"
"MET","MET Proto-Oncogene, Receptor Tyrosine Kinase","Protein Coding","54","GC07P116672","3.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MET"
"HGF","Hepatocyte Growth Factor","Protein Coding","52","GC07M081699","3.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HGF"
"HIF1A","Hypoxia Inducible Factor 1 Subunit Alpha","Protein Coding","47","GC14P061695","3.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF1A"
"HDAC1","Histone Deacetylase 1","Protein Coding","49","GC01P032292","3.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC1"
"SP1","Sp1 Transcription Factor","Protein Coding","44","GC12P053380","3.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP1"
"ATRX","ATRX Chromatin Remodeler","Protein Coding","46","GC0XM077504","3.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATRX"
"POU5F1","POU Class 5 Homeobox 1","Protein Coding","47","GC06M031177","3.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU5F1"
