Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"TBK1","TANK Binding Kinase 1","Protein Coding","49","GC12P064451","25.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBK1"
"LCK","LCK Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","53","GC01P032251","25.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCK"
"APOH","Apolipoprotein H","Protein Coding","44","GC17M066212","25.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOH"
"DRD4","Dopamine Receptor D4","Protein Coding","46","GC11P000669","25.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD4"
"ACTA1","Actin Alpha 1, Skeletal Muscle","Protein Coding","46","GC01M229431","25.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA1"
"UCP2","Uncoupling Protein 2","Protein Coding","45","GC11M073974","25.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCP2"
"GLI1","GLI Family Zinc Finger 1","Protein Coding","47","GC12P057460","25.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLI1"
"MERTK","MER Proto-Oncogene, Tyrosine Kinase","Protein Coding","50","GC02P111898","25.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MERTK"
"FGF23","Fibroblast Growth Factor 23","Protein Coding","45","GC12M004368","25.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF23"
"PLCB1","Phospholipase C Beta 1","Protein Coding","48","GC20P008061","25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCB1"
"COL18A1","Collagen Type XVIII Alpha 1 Chain","Protein Coding","45","GC21P045405","24.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL18A1"
"COL11A1","Collagen Type XI Alpha 1 Chain","Protein Coding","43","GC01M102876","24.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL11A1"
"DNAJC3","DnaJ Heat Shock Protein Family (Hsp40) Member C3","Protein Coding","40","GC13P095677","24.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC3"
"F2R","Coagulation Factor II Thrombin Receptor","Protein Coding","46","GC05P076716","24.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2R"
"VIP","Vasoactive Intestinal Peptide","Protein Coding","45","GC06P152750","24.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIP"
"NR2F2","Nuclear Receptor Subfamily 2 Group F Member 2","Protein Coding","48","GC15P096325","24.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2F2"
"ATXN3","Ataxin 3","Protein Coding","44","GC14M093534","24.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN3"
"CACNA1D","Calcium Voltage-Gated Channel Subunit Alpha1 D","Protein Coding","48","GC03P053328","24.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1D"
"SMARCA4","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 4","Protein Coding","50","GC19P010932","24.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA4"
"ST3GAL4","ST3 Beta-Galactoside Alpha-2,3-Sialyltransferase 4","Protein Coding","41","GC11P126355","24.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST3GAL4"
"HDAC1","Histone Deacetylase 1","Protein Coding","49","GC01P032292","24.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC1"
"RHOA","Ras Homolog Family Member A","Protein Coding","46","GC03M049359","24.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOA"
"SOX10","SRY-Box Transcription Factor 10","Protein Coding","46","GC22M045379","24.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX10"
"ADGRV1","Adhesion G Protein-Coupled Receptor V1","Protein Coding","35","GC05P090529","24.78","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRV1"
"FABP2","Fatty Acid Binding Protein 2","Protein Coding","43","GC04M119317","24.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP2"
"ECE1","Endothelin Converting Enzyme 1","Protein Coding","47","GC01M021217","24.75","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECE1"
"MT-ATP6","Mitochondrially Encoded ATP Synthase Membrane Subunit 6","Protein Coding","32","GCMTP008531","24.75","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ATP6"
"TFR2","Transferrin Receptor 2","Protein Coding","44","GC07M100620","24.74","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFR2"
"PTK2","Protein Tyrosine Kinase 2","Protein Coding","47","GC08M140657","24.74","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2"
"TRAF6","TNF Receptor Associated Factor 6","Protein Coding","47","GC11M036467","24.7","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF6"
"DUSP1","Dual Specificity Phosphatase 1","Protein Coding","47","GC05M172768","24.69","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP1"
"GK","Glycerol Kinase","Protein Coding","47","GC0XP030671","24.68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GK"
"MT-CO1","Mitochondrially Encoded Cytochrome C Oxidase I","Protein Coding","34","GCMTP005906","24.68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-CO1"
"MC1R","Melanocortin 1 Receptor","Protein Coding","47","GC16P089912","24.67","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MC1R"
"PIEZO1","Piezo Type Mechanosensitive Ion Channel Component 1","Protein Coding","37","GC16M088715","24.66","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIEZO1"
"SETD2","SET Domain Containing 2, Histone Lysine Methyltransferase","Protein Coding","46","GC03M047033","24.65","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD2"
"GFPT1","Glutamine--Fructose-6-Phosphate Transaminase 1","Protein Coding","46","GC02M069283","24.64","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFPT1"
"SCN1B","Sodium Voltage-Gated Channel Beta Subunit 1","Protein Coding","44","GC19P035030","24.64","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN1B"
"PSEN2","Presenilin 2","Protein Coding","49","GC01P226870","24.64","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSEN2"
"GATA4","GATA Binding Protein 4","Protein Coding","48","GC08P011676","24.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA4"
"GSTP1","Glutathione S-Transferase Pi 1","Protein Coding","49","GC11P067583","24.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTP1"
"IDUA","Alpha-L-Iduronidase","Protein Coding","42","GC04P000986","24.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDUA"
"PTH1R","Parathyroid Hormone 1 Receptor","Protein Coding","50","GC03P046877","24.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTH1R"
"TFAM","Transcription Factor A, Mitochondrial","Protein Coding","43","GC10P058385","24.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAM"
"CHEK1","Checkpoint Kinase 1","Protein Coding","50","GC11P125625","24.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK1"
"ACAN","Aggrecan","Protein Coding","45","GC15P088814","24.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAN"
"MOG","Myelin Oligodendrocyte Glycoprotein","Protein Coding","46","GC06P033153","24.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOG"
"KMT2D","Lysine Methyltransferase 2D","Protein Coding","41","GC12M049018","24.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2D"
"FLNB","Filamin B","Protein Coding","45","GC03P058008","24.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNB"
"G6PC2","Glucose-6-Phosphatase Catalytic Subunit 2","Protein Coding","37","GC02P168901","24.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PC2"
"ADD1","Adducin 1","Protein Coding","44","GC04P002856","24.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADD1"
"CDK6","Cyclin Dependent Kinase 6","Protein Coding","54","GC07M092604","24.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK6"
"GALT","Galactose-1-Phosphate Uridylyltransferase","Protein Coding","47","GC09P034674","24.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALT"
"MIR29A","MicroRNA 29a","RNA Gene","19","GC07M130876","24.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29A"
"CC2D2A","Coiled-Coil And C2 Domain Containing 2A","Protein Coding","39","GC04P015471","24.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CC2D2A"
"PML","Promyelocytic Leukemia","Protein Coding","46","GC15P073994","24.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PML"
"CFB","Complement Factor B","Protein Coding","46","GC06P031945","24.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFB"
"KIR3DL1","Killer Cell Immunoglobulin Like Receptor, Three Ig Domains And Long Cytoplasmic Tail 1","Protein Coding","39","GC19P055293","24.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR3DL1"
"IRF4","Interferon Regulatory Factor 4","Protein Coding","43","GC06P000391","24.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF4"
"GHRH","Growth Hormone Releasing Hormone","Protein Coding","39","GC20M037251","24.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHRH"
"APTX","Aprataxin","Protein Coding","44","GC09M032886","24.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APTX"
"PRKAA2","Protein Kinase AMP-Activated Catalytic Subunit Alpha 2","Protein Coding","50","GC01P056645","24.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAA2"
"ABCB4","ATP Binding Cassette Subfamily B Member 4","Protein Coding","45","GC07M087401","24.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB4"
"LIPF","Lipase F, Gastric Type","Protein Coding","42","GC10P088664","24.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPF"
"HTRA1","HtrA Serine Peptidase 1","Protein Coding","43","GC10P122461","24.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTRA1"
"HCRT","Hypocretin Neuropeptide Precursor","Protein Coding","41","GC17M042185","24.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCRT"
"MLXIPL","MLX Interacting Protein Like","Protein Coding","42","GC07M073593","24.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLXIPL"
"BBS1","Bardet-Biedl Syndrome 1","Protein Coding","38","GC11P066499","24.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BBS1"
"PRSS1","Serine Protease 1","Protein Coding","45","GC07P144706","24.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS1"
"CDC73","Cell Division Cycle 73","Protein Coding","45","GC01P193090","24.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC73"
"HLA-G","Major Histocompatibility Complex, Class I, G","Protein Coding","45","GC06P033174","24.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-G"
"ACACA","Acetyl-CoA Carboxylase Alpha","Protein Coding","49","GC17M037084","24.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACACA"
"MIR143","MicroRNA 143","RNA Gene","20","GC05P149410","24.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR143"
"SI","Sucrase-Isomaltase","Protein Coding","44","GC03M164978","24.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SI"
"FOXA2","Forkhead Box A2","Protein Coding","44","GC20M022581","24.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXA2"
"CPS1","Carbamoyl-Phosphate Synthase 1","Protein Coding","46","GC02P210477","24.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPS1"
"GNAQ","G Protein Subunit Alpha Q","Protein Coding","49","GC09M077716","24.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAQ"
"OPRM1","Opioid Receptor Mu 1","Protein Coding","49","GC06P154075","24.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRM1"
"RELN","Reelin","Protein Coding","43","GC07M103471","24.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELN"
"SOX9","SRY-Box Transcription Factor 9","Protein Coding","46","GC17P072121","24.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX9"
"MEF2A","Myocyte Enhancer Factor 2A","Protein Coding","47","GC15P099565","24.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEF2A"
"CLRN1","Clarin 1","Protein Coding","36","GC03M150926","24.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLRN1"
"NTRK2","Neurotrophic Receptor Tyrosine Kinase 2","Protein Coding","53","GC09P084668","23.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK2"
"THADA","THADA Armadillo Repeat Containing","Protein Coding","36","GC02M043193","23.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THADA"
"IL7R","Interleukin 7 Receptor","Protein Coding","47","GC05P035852","23.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL7R"
"MIR192","MicroRNA 192","RNA Gene","19","GC11M064891","23.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR192"
"FMR1","FMRP Translational Regulator 1","Protein Coding","45","GC0XP147912","23.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMR1"
"MIR27A","MicroRNA 27a","RNA Gene","20","GC19M013987","23.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR27A"
"COL6A1","Collagen Type VI Alpha 1 Chain","Protein Coding","42","GC21P045981","23.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL6A1"
"RUNX1","RUNX Family Transcription Factor 1","Protein Coding","49","GC21M034787","23.88","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX1"
"CACNA1F","Calcium Voltage-Gated Channel Subunit Alpha1 F","Protein Coding","46","GC0XM049205","23.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1F"
"GLI2","GLI Family Zinc Finger 2","Protein Coding","48","GC02P120735","23.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLI2"
"TCF4","Transcription Factor 4","Protein Coding","46","GC18M055222","23.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF4"
"PIK3C2A","Phosphatidylinositol-4-Phosphate 3-Kinase Catalytic Subunit Type 2 Alpha","Protein Coding","45","GC11M017165","23.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C2A"
"CHI3L1","Chitinase 3 Like 1","Protein Coding","43","GC01M203148","23.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHI3L1"
"IL7","Interleukin 7","Protein Coding","42","GC08M078689","23.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL7"
"PGF","Placental Growth Factor","Protein Coding","43","GC14M074941","23.75","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGF"
"ACTG1","Actin Gamma 1","Protein Coding","49","GC17M081509","23.73","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTG1"
"HTR1A","5-Hydroxytryptamine Receptor 1A","Protein Coding","47","GC05M063960","23.72","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR1A"
"SPG11","SPG11 Vesicle Trafficking Associated, Spatacsin","Protein Coding","39","GC15M044562","23.72","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPG11"
"HSPA5","Heat Shock Protein Family A (Hsp70) Member 5","Protein Coding","47","GC09M125234","23.72","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA5"
"JAK3","Janus Kinase 3","Protein Coding","52","GC19M017824","23.7","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK3"
"CHKB","Choline Kinase Beta","Protein Coding","45","GC22M050578","23.66","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHKB"
"GYG1","Glycogenin 1","Protein Coding","45","GC03P148991","23.65","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GYG1"
"MIR22","MicroRNA 22","RNA Gene","17","GC17M001713","23.65","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR22"
"MGLL","Monoglyceride Lipase","Protein Coding","45","GC03M127689","23.63","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGLL"
"STAT5A","Signal Transducer And Activator Of Transcription 5A","Protein Coding","46","GC17P042287","23.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT5A"
"MRE11","MRE11 Homolog, Double Strand Break Repair Nuclease","Protein Coding","42","GC11M094416","23.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRE11"
"BMP7","Bone Morphogenetic Protein 7","Protein Coding","45","GC20M057168","23.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP7"
"CACNA1B","Calcium Voltage-Gated Channel Subunit Alpha1 B","Protein Coding","48","GC09P137877","23.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1B"
"E2F1","E2F Transcription Factor 1","Protein Coding","44","GC20M033675","23.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F1"
"CHEK2","Checkpoint Kinase 2","Protein Coding","53","GC22M028687","23.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK2"
"PEX7","Peroxisomal Biogenesis Factor 7","Protein Coding","43","GC06P136822","23.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX7"
"BTK","Bruton Tyrosine Kinase","Protein Coding","53","GC0XM101349","23.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTK"
"DSPP","Dentin Sialophosphoprotein","Protein Coding","36","GC04P087608","23.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSPP"
"CISH","Cytokine Inducible SH2 Containing Protein","Protein Coding","45","GC03M050618","23.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CISH"
"PMM2","Phosphomannomutase 2","Protein Coding","46","GC16P008788","23.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMM2"
"C9orf72","C9orf72-SMCR8 Complex Subunit","Protein Coding","41","GC09M027539","23.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C9orf72"
"TIMP3","TIMP Metallopeptidase Inhibitor 3","Protein Coding","45","GC22P032800","23.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP3"
"PIK3R2","Phosphoinositide-3-Kinase Regulatory Subunit 2","Protein Coding","49","GC19P018153","23.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R2"
"OPTN","Optineurin","Protein Coding","44","GC10P013141","23.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPTN"
"TAC1","Tachykinin Precursor 1","Protein Coding","43","GC07P097731","23.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAC1"
"NR0B2","Nuclear Receptor Subfamily 0 Group B Member 2","Protein Coding","42","GC01M026922","23.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR0B2"
"ABCB11","ATP Binding Cassette Subfamily B Member 11","Protein Coding","45","GC02M168922","23.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB11"
"IL12A","Interleukin 12A","Protein Coding","44","GC03P159988","23.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12A"
"GATA3","GATA Binding Protein 3","Protein Coding","49","GC10P008045","23.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA3"
"GJC2","Gap Junction Protein Gamma 2","Protein Coding","41","GC01P228150","23.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJC2"
"ADM","Adrenomedullin","Protein Coding","43","GC11P010304","23.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADM"
"AHR","Aryl Hydrocarbon Receptor","Protein Coding","49","GC07P016916","23.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHR"
"ATP4A","ATPase H+/K+ Transporting Subunit Alpha","Protein Coding","42","GC19M041506","23.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP4A"
"CDK2","Cyclin Dependent Kinase 2","Protein Coding","53","GC12P055966","23.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2"
"BIRC5","Baculoviral IAP Repeat Containing 5","Protein Coding","46","GC17P078214","23.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC5"
"CYP2E1","Cytochrome P450 Family 2 Subfamily E Member 1","Protein Coding","45","GC10P133520","23.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2E1"
"SOS1","SOS Ras/Rac Guanine Nucleotide Exchange Factor 1","Protein Coding","49","GC02M038981","23.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOS1"
"TYRP1","Tyrosinase Related Protein 1","Protein Coding","47","GC09P012683","23.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYRP1"
"KRIT1","KRIT1 Ankyrin Repeat Containing","Protein Coding","42","GC07M092198","23.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRIT1"
"PLCG2","Phospholipase C Gamma 2","Protein Coding","51","GC16P081773","23.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCG2"
"DICER1","Dicer 1, Ribonuclease III","Protein Coding","47","GC14M095086","23.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DICER1"
"ZEB1","Zinc Finger E-Box Binding Homeobox 1","Protein Coding","48","GC10P031318","23.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZEB1"
"CXCR3","C-X-C Motif Chemokine Receptor 3","Protein Coding","44","GC0XM071615","23.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR3"
"BECN1","Beclin 1","Protein Coding","46","GC17M042810","23.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BECN1"
"MGMT","O-6-Methylguanine-DNA Methyltransferase","Protein Coding","49","GC10P129467","23.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGMT"
"TLR6","Toll Like Receptor 6","Protein Coding","43","GC04M038828","23.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR6"
"GSTM1","Glutathione S-Transferase Mu 1","Protein Coding","41","GC01P109687","23.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTM1"
"MECP2","Methyl-CpG Binding Protein 2","Protein Coding","46","GC0XM154021","23.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MECP2"
"REG1A","Regenerating Family Member 1 Alpha","Protein Coding","41","GC02P079120","23.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REG1A"
"PRPS1","Phosphoribosyl Pyrophosphate Synthetase 1","Protein Coding","44","GC0XP107628","23.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPS1"
"GLUL","Glutamate-Ammonia Ligase","Protein Coding","49","GC01M182350","23.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLUL"
"PGR","Progesterone Receptor","Protein Coding","50","GC11M100943","23.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR"
"NRP1","Neuropilin 1","Protein Coding","47","GC10M033177","23.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRP1"
"SYNE1","Spectrin Repeat Containing Nuclear Envelope Protein 1","Protein Coding","41","GC06M152121","23.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNE1"
"LGALS1","Galectin 1","Protein Coding","43","GC22P037675","23.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS1"
"NCAM1","Neural Cell Adhesion Molecule 1","Protein Coding","46","GC11P112961","23.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAM1"
"LRAT","Lecithin Retinol Acyltransferase","Protein Coding","45","GC04P154626","23.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRAT"
"MVK","Mevalonate Kinase","Protein Coding","49","GC12P109573","23.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MVK"
"CDK1","Cyclin Dependent Kinase 1","Protein Coding","46","GC10P060772","23.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK1"
"PNPLA4","Patatin Like Phospholipase Domain Containing 4","Protein Coding","37","GC0XM007898","23.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA4"
"IDE","Insulin Degrading Enzyme","Protein Coding","48","GC10M092451","23.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDE"
"IMPDH1","Inosine Monophosphate Dehydrogenase 1","Protein Coding","49","GC07M128392","23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPDH1"
"NOTCH2","Notch Receptor 2","Protein Coding","49","GC01M119911","22.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH2"
"CCL4","C-C Motif Chemokine Ligand 4","Protein Coding","41","GC17P036103","22.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL4"
"GRB2","Growth Factor Receptor Bound Protein 2","Protein Coding","49","GC17M075318","22.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRB2"
"CR1","Complement C3b/C4b Receptor 1 (Knops Blood Group)","Protein Coding","45","GC01P207496","22.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CR1"
"MTMR2","Myotubularin Related Protein 2","Protein Coding","44","GC11M095832","22.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR2"
"ITGA4","Integrin Subunit Alpha 4","Protein Coding","48","GC02P181456","22.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA4"
"MOGAT2","Monoacylglycerol O-Acyltransferase 2","Protein Coding","38","GC11P075717","22.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOGAT2"
"SACS","Sacsin Molecular Chaperone","Protein Coding","38","GC13M023328","22.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SACS"
"ENO2","Enolase 2","Protein Coding","47","GC12P006913","22.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO2"
"NOX4","NADPH Oxidase 4","Protein Coding","42","GC11M089324","22.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOX4"
"HSPA8","Heat Shock Protein Family A (Hsp70) Member 8","Protein Coding","46","GC11M123057","22.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA8"
"IL3","Interleukin 3","Protein Coding","43","GC05P132060","22.88","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL3"
"KRT7","Keratin 7","Protein Coding","42","GC12P052232","22.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT7"
"KCNMA1","Potassium Calcium-Activated Channel Subfamily M Alpha 1","Protein Coding","49","GC10M076869","22.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNMA1"
"PRPF8","Pre-MRNA Processing Factor 8","Protein Coding","41","GC17M001650","22.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF8"
"NPM1","Nucleophosmin 1","Protein Coding","48","GC05P171387","22.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPM1"
"LRP6","LDL Receptor Related Protein 6","Protein Coding","47","GC12M013402","22.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP6"
"PTPRN2","Protein Tyrosine Phosphatase Receptor Type N2","Protein Coding","45","GC07M157539","22.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRN2"
"TJP1","Tight Junction Protein 1","Protein Coding","43","GC15M029699","22.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TJP1"
"SH2D1A","SH2 Domain Containing 1A","Protein Coding","46","GC0XP124227","22.76","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH2D1A"
